Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Number of Employees,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth
Windshield,https://www.crunchbase.com/organization/windshield,2014-01-01,year,1-10,"Windshield is a web-based collaboration tool for teams to create, update, and discuss strategic maps. Windshield is a collaboration tool for strategic alignment. Teams can create, track, and adapt strategies in a transparent manner. Windshield’s service is limited to companies that have been approved. Windshield was founded by Ben Greene in 2014. The company is based in Boston, Massachusetts.",http://www.windshieldinc.com/,"Collaboration, Enterprise Software, Mapping Services","Concord, Massachusetts, United States",Windshield is connecting people at work through purpose.,"314,333",,,,,,,,,,,,
Sympli,https://www.crunchbase.com/organization/sympli,2014-01-01,year,11-50,Sympli is the revolutionary collaboration tool for mobile designers and developers that eliminates the typical back-and-forth communication throughout the app development process.,http://www.sympli.io/,"Android, Collaboration, iOS, Mobile Apps, Professional Services, Software, Web Design","Washington, District of Columbia, United States",Sympli is the revolutionary collaboration tool for mobile designers and developers that eliminates the typical back-and-forth communication.,"315,451","32,237","32,071.33",-10.24%,48.51%,646,1.57,13.67%,75.78%,-8.17%,"1,137,796","100,853",9.73%
zaahah,https://www.crunchbase.com/organization/zaahah,2014-01-01,year,1-10,"Zaahah is the first solution designed to spur student, parent and alumni involvement: reducing online predators and cyberbullying.  We accomplish this with: -	The first solution to manage student activities. -	The first platform that supports communication of non-academic information with parents, alumni and the broader community.  -	The first platform to segment students from adults, enabling students to safely explore their interest and connect with other students.  Among edTech companies, Zaahah is uniquely focused outside the classroom.  We are excited to be the first to support student activities.  Self-esteem, grades and graduation rates rise when students are involved.   We provide schools numerous other benefits and are exploring opportunities to help schools fund student activities.   Zaahah is invitation only and is free to schools and education associations.  If you are interested in Learning more, please email info@zaahah.me.",http://zaahah.com/,"Collaboration, EdTech, Education, Social Media","Philadelphia, Pennsylvania, United States","zaahah is a K-12 platform designed to build community, manage extracurricular activities and enable safe online discovery.","330,782",,,,,,,,,,,,
Startup Basecamp,https://www.crunchbase.com/organization/startup-basecamp,2014-01-01,day,1-10,"Startup Basecamp's mission is to be a bridge between the international startup world and Silicon Valley. It is the first startup hotel in San Francisco and has hosted more than 2000+ tech professionals from 68+ countries who have raised $518+ M. In addition to hotel rooms it has an indoor cowork/event space and a terrace that can be used for events.  Startup Basecamp put on high-quality events for the local tech and startup community from panels to pitch nights on topics from IoT to FoodTech to Fintech and other topics relevant to startups and tech. Startup Basecamp leads Innovation Programs for international accelerators, universities and executives who want to visit Silicon Valley to learn about and interact with the unique startup ecosystem in Silicon Valley and the Bay Area including opportunities to meet with and learn from investors and founders.",http://www.startupbasecamp.org,"Association, Collaboration, Communities, Coworking, Education, Events, Hospitality, Hotel, Training, Travel","San Francisco, California, United States",The first destination for global entrepreneurs entering the Silicon Valley ecosystem.,"342,397","2,498","4,502",184.19%,-12.5%,21,1.51,32.75%,92.75%,7.28%,"4,684,655","-2,463,282",-34.46%
GroupU,https://www.crunchbase.com/organization/groupu,2014-01-01,year,1-10,"GroupU is an online tool that maximises individual student progress through effective classroom collaboration, while leading teachers to think deeply about their own practice. It is a power tool for planning and delivering outstanding lessons.",https://www.groupu.co.uk/,"Collaboration, Education, Online Portals","London, England, United Kingdom",GroupU leads teachers to think more deeply about how their students learn in their subject,"347,062",,,,,,,,,,,,
traincamp.me,https://www.crunchbase.com/organization/traincamp-me,2014-01-01,year,1-10,"Everyone that is or wants to be part of the digital game. TrainCamp.me is the ultimate educational solution, crafted for anyone who deals with code, design, marketing in the digital age. TrainCamp.me finds and recommends you the best available resources across the web and beyond , based on your personal needs, community wisdom and super smart artificial intelligence. Basically complex technology making things simple for you.",http://traincamp.me/,"Collaboration, E-Learning, Education, Internet","Sofia, Grad Sofiya, Bulgaria","One place to explore, access and follow the top web courses, classes, events from all over the web and beyond.","357,106",,,,,,,,,,,,
Bizy,https://www.crunchbase.com/organization/bizy,2014-01-01,year,1-10,,http://www.bizy.com,"Collaboration, Software","Washington, District of Columbia, United States","A multi-platform app that unifies your chat, email, calendar, tasks, and cloud storage in a single seamless interface.","368,157","1,464",,-96.84%,,0,1,0%,100%,0%,"6,255,137","5,370,022",606.7%
F&P Robotics,https://www.crunchbase.com/organization/f-p-robotics,2014-01-01,year,11-50,"F&P Robotics AG, founded in January 2014, is a Swiss pioneer in the field of Personal Robotics. The company develops and produces collaborative lightweight robot manipulators. Industrial Collaborative Robotics The company focuses on collaborative robotics by reducing complexity in automation. Not only large but also small and medium sized businesses can rapidly benefit from the use of robotics. The design of the F&P robots is based on a consistent safety concept that enables direct human-robot collaboration. Service Robotics As working environments are more and more dynamic, robots have to be mobile and equipped with Artificial Intelligence algorithms. They can generate alternative solutions when the context changes or exceptions occur. F&P Robotics AG offers complete robotic solutions, having established expertise in both robot arm and effector technologies, as well as in the software development. What makes F&P dynamic is its team which consists of international young talents as well as professionals with entrepreneurial experience in the field of high-tech and robotics. This enables the high innovation which is needed for successful products in new markets.",http://www.fp-robotics.com/,"Collaboration, Medical, Robotics, Smart Building","Glattbrugg, Zurich, Switzerland","F&P Robotics AG, is a Swiss pioneer in the field of Personal Robotics. The company develops and produces collaborative robot manipulators.","375,511",,,,,,,,,,,,
Happening,https://www.crunchbase.com/organization/happening,2014-01-01,year,11-50,"Happening is an open platform for group apps, setting out to replace a broad range of products, such as WhatsApp, Wunderlist, SnapChat and Wordfeud. It's freemium. A preview release is available for Android, iOS and the web. There is no significant user base yet. Financing is sought for marketing and scaling.",https://happening.im/signup,"Collaboration, Location Based Services, Messaging, Software","Enschede, Overijssel, The Netherlands",Happening is an open platform for group apps that replaces a range of communication tools.,"394,433","3,899","3,818",-44.17%,,0,1,-14.29%,100%,20%,"3,793,774","1,130,895",42.47%
Obindo,https://www.crunchbase.com/organization/obindo,2014-01-01,year,1-10,"Obindo is a social knowledge AI platform for enterprise that transforms unstructured data into actionable insights. It turns unstructured messages into structured data and routes that data directly into apps and web services. The company was founded in 2014 and is headquartered in San Francisco, California.",http://obindo.com,"Apps, Artificial Intelligence, Collaboration, Enterprise Software, Information Technology, Knowledge Management, Mobile Apps, SaaS","San Francisco, California, United States",Obindo is a social knowledge AI platform for enterprise that transforms unstructured data into actionable insights.,"420,624",,,,,,,,,,,,
Clipisode,https://www.crunchbase.com/organization/clipisode,2014-01-01,year,1-10,"Clipisode is a video content marketing platform. Founded in 2016, Clipisode is an app for making videos with other people — just by sharing a link. The company is headquartered in San Francisco, California, United States.",https://clipisode.com/,"Collaboration, Marketing, Mobile, Social, Video","San Francisco, California, United States",Clipisode develops a video content marketing platform for collecting videos to foster interaction between celebrities and their fans.,"491,943",,,,,,,,,,,,
BlogIn,https://www.crunchbase.com/organization/blogin,2014-01-01,year,1-10,"BlogIn was created out of our own need for collaboration tool that's simple and fun to use, easy to set up, and that enables us to improve daily internal communication and information flow inside our team. BlogIn really excels at keeping all team members up-to-date on information that's important, but not enough for a meeting.",https://blogin.co/,"Blogging Platforms, Collaboration, News","Cheyenne, Wyoming, United States",Create and Run an Internal Company Blog,"536,738","36,462","52,779.5",-13.12%,-50%,526,4.05,11.54%,67.64%,16.18%,"1,054,138","114,522",12.19%
Spaces,https://www.crunchbase.com/organization/spaces-2,2014-01-01,year,1-10,"Spaces enables its users to share and collaborate on any combination of text, files, images, to-dos, code snippets, and more. It allows its users to discuss their projects, comment on a specific part of an image or document, and make collaborative edits with their colleagues. Through Spaces, users also have the ability to gather and edit different types of content they need for their projects and keep their projects private of share with their colleagues. It works with various web-based tools, including Dropbox, Google Drive, GitHub, and Jira. Spaces was launched by Hans Larsen and Simon Vallee and is operated from in San Francisco, California.",http://spaces.pm,"Collaboration, iOS, Mobile Apps, Software","San Francisco, California, United States",Program that allows remote workers collaborate on the same document simultaneously.,"538,135",,,,,,,,,,,,
Agil Technologies,https://www.crunchbase.com/organization/agil-technologies,2014-01-01,year,1-10,"Agil Technologies is an innovative MarTech startup based in Paris and London that helps brands and their ecosystem better collaborate and address the evolving challenges they are facing. The company was founded in 2014 by recognised and experienced marketing, advertising and digital technologies professionals. The company objective is to provide brands with open innovation and best user experience through simplification, acceleration, optimisation and control. For more information, visit www.agil.com",http://www.agil.com/,"Advertising, Brand Marketing, Collaboration, Enterprise Software, Information Technology, Marketing, Marketing Automation, SaaS, Software","Malakoff, Ile-de-France, France","Simplify, accelerate, optimise, control your marketing with agility","539,766",,,,,,,,,,,,
Altus Technology,https://www.crunchbase.com/organization/altus-technology,2014-01-01,day,51-100,"Service Provider delivering communications, collaboration solutions, contact center, work stream application, and fully managed SD WAN to private and public sector organizations in North America.",http://www.AltusTechnology.com,"Call Center, Collaboration, Information Technology, SaaS, Unified Communications, Video Conferencing","Brentwood, Tennessee, United States","SaaS, UCaaS, CCaaS, CPaaS, Teams, Webex Calling, Webex Teams, Webex Meetings, Webex Contact Center, Managed SD WAN","576,899",,,,,,,,,,,,
Synradar,https://www.crunchbase.com/organization/synradar,2014-01-01,year,1-10,Synradar's aim is to provide a range of security management solutions for different untapped areas within Cyber security.Their solutions will focus at building mature processes within the organizations to deal with existing and evolving cyber threats.,http://synradar.com,"Collaboration, Cyber Security, Risk Management","Mumbai, Maharashtra, India",SynRadar is a specialized vulnerability and threat management company. ,"588,981",,,,,,,,,,,,
"Hipsters, Hackers & Hustlers",https://www.crunchbase.com/organization/hipsters-hackers-hustlers,2014-01-01,year,1-10,"http://www.meetup.com/Hipsters-Hackers-Hustlers/ We are the largest community for tech startups from the UK. We are completely committed to supporting and helping all those involved in the start-up scene become huge success stories. And here are some some of our numbers: 25000+ Members 150+ Events  250-300 Real Attendees per event from over 700 registered This group has been formed to help all those who are either interested and/or involved in the start-up scene in any way, connect and collaborate as well as to support and foster a young and fast-growing community to create and build amazing tech companies.",http://hipsters-hackers-hustlers.com/,"Collaboration, Communities, Events","London, England, United Kingdom","Hipsters, Hackers & Hustlers is a tech startup community.","597,558",,,,,,,,,,,,
Softprofiles,https://www.crunchbase.com/organization/softprofiles,2014-01-01,year,11-50,"Softprofiles is developing a transformative and innovative student success platform. Its all-in-one student success platform helps higher education institutions manage and guide students from enrollment to graduation to job placement. Softprofiles turns personnel at education institutions into data savvy decision-makers who leverage the power of cloud computing and data to achieve student success goals, and help institutions fulfill their mission.",http://softprofiles.com,"Alumni, Cloud Computing, Collaboration, Education, Social Media, Universities","Redwood City, California, United States",Softprofiles is a platform that helps higher education institutions manage and guide students from enrollment to job placement.,"604,800",929,,,,0,1,,100%,,"4,495,000",,
ITGL,https://www.crunchbase.com/organization/itgl,2014-01-01,year,11-50,,https://www.itgl.com/,"Collaboration, Consulting, Information Technology, Network Security, Professional Services","Abingdon, Oxfordshire, United Kingdom","ITGL focuses on providing IT solutions including networking, data security & collaboration services to business leaders and industries.","617,539",548,,,,36,3,,0%,,"8,075,245",,
TechForge Media Ltd.,https://www.crunchbase.com/organization/techforge-media-ltd,2014-01-01,month,11-50,"TechForge Media is an established, independent publishing company based in the center of Bristol, UK.  We publish high-value thought-leadership content on our digital portfolio of technology news sites and share these articles across our social channels, which have a combined following of over two million technology industry professionals.  We are highly experienced and proficient at working across many disciplines, providing a pragmatic and creative approach to the challenges that technology marketers face. Our clients range from small start-up businesses to multinational companies. Our services include online brand building, lead generation, banner advertising, content marketing, whitepaper creation, e-mail marketing, and much more.",https://www.techforge.pub/,"Advertising, Collaboration, Event Management, Social","Bristol, Bristol, City of, United Kingdom","TechForge Media is an established, independent publishing company based in the center of Bristol, UK.","683,502","3,263","3,273.33",47.11%,12.82%,6,1.03,2.6%,97.4%,-2.6%,"4,137,672","-673,048",-13.99%
Ever Cloud,https://www.crunchbase.com/organization/ever-cloud,2014-01-01,year,101-250,,https://ever-cloud.com/,"Cloud Data Services, Cloud Storage, Collaboration, Information Technology, Meeting Software, Messaging, Software, Telecommunications, Unified Communications","Amsterdam, Noord-Holland, The Netherlands",Ever Cloud develops and distributes cloud based omnichannel communication and information management solutions and services.,"727,390",,,,,,,,,,,,
Decora Systems,https://www.crunchbase.com/organization/decora-systems,2014-01-01,year,11-50,,https://www.decorasystems.com/,"Collaboration, Software, Virtualization","Ahmedabad, Gujarat, India","Decora Systems is a 3D/VR design, visualization and collaboration solutions company.","758,714",,,,,,,,,,,,
The Mixing Bowl,https://www.crunchbase.com/organization/the-mixing-bowl-hub,2014-01-01,year,1-10,"The Mixing Bowl helps to build innovative, profitable and scalable Food & Ag businesses through our corporate advisory practice. Our team is engaged by investors and corporate development teams to help develop strategic and financial priorities. We help to identify and recommend optimal approach to corporate innovation and/or buy/build/partner in context of on-going sector trends and dynamics.",http://mixingbowlhub.com,"Agriculture, Collaboration, Food and Beverage, Information Technology","Menlo Park, California, United States",The Mixing Bowl strives to harness and support IT innovation for the food and agriculture industries,"784,866",,,,,,,,,,,,
Teamplace,https://www.crunchbase.com/organization/teamplace,2014-01-01,year,11-50,"The development of the Teamplace idea started back in 2014. Since this time, they have been continuously developing the Teamplace solution with over 20 specialists in Berlin, making cloud storage available for teams on all platforms and always taking advantage of the latest technology. Their goal is to make collaboration and exchange for professional and private scenarios as easy and as convenient as possible. Try Teamplace out now and connect in just seconds with friends, colleagues or family.",http://www.teamplace.net,"Cloud Storage, Collaboration, File Sharing","Berlin, Berlin, Germany","Teamplace is a project-centered file sharing and collaboration tool, which brings simplicity and efficiency back to digital teamwork.","849,590","5,850","11,315.5",-44.5%,-57.83%,296,3.87,53.07%,36.44%,-5.79%,"3,216,842","1,091,541",51.36%
Perfect Wave Technologies,https://www.crunchbase.com/organization/perfect-wave-technologies,2014-01-01,year,1-10,,https://www.perfectwavetechnologies.com/,"Collaboration, Information Technology, Video, Video Conferencing","Mount Laurel, New Jersey, United States","Perfect Wave Technologies provides professional services, cloud, network, and maintenance services for the video and collaboration industry.","858,608",,,,,,,,,,,,
Modworks,https://www.crunchbase.com/organization/modworks,2014-01-01,year,1-10,"Modworks is a shared collaborative workspace for modern professionals. It offers modular office designs to help its customers gain the flexibility to expand with the needs of their businesses. Modworks was founded in July 2014 and is based in Denver, Colorado.",http://www.modworks.com/,"Business Development, Collaboration, Coworking","Denver, Colorado, United States",Modworks is a shared collaborative workspace for modern professionals.,"893,806",,,,,,,,,,,,
Tribecube,https://www.crunchbase.com/organization/tribecube,2014-01-01,year,1-10,"Tribecube is a cloud collaboration platform for teams with text chat, files, full search and multi-party video meetings with screensharing - all a beautifully organized and consistent workspace.",http://www.tribecube.com,"Collaboration, Enterprise Software, File Sharing, Meeting Software, SaaS, Video Conferencing","Milano, Lombardia, Italy","Tribecube is a browser-based virtual workspace that offers enterprise chat, file sharing, and video meetings with screen-sharing.","904,368",,,,,,,,,,,,
YUMAN +,https://www.crunchbase.com/organization/yuman-f0dd,2014-01-01,year,1-10,"YUMAN + is a portal that manages organizational training and collaboration in a smart way by leveraging a comprehensive multimedia mix. It develops their creative and virtual working skills. They specialize in social collaboration platforms, virtual training software, social learning, videoconferencing, learning management systems, and adobe connect integration.",https://yumanplus.com,"Collaboration, Online Portals, Software, Training","Rome, Lazio, Italy",YUMAN + is a portal that manages business training and collaboration.,"906,735",,,,,,,,,,,,
The Container Yard,https://www.crunchbase.com/organization/the-container-yard,2014-01-01,year,1-10,"The Container Yard specializes in venue design, food, art, and retail. It was founded in 2014 and its headquarters is located in Los Angeles, California.",http://thecontaineryard.com,"Collaboration, Interior Design, Rental, Retail","Los Angeles, California, United States","The Container Yard specializes in venue design, food, art, and retail.","947,545","1,502",,,,0,1,,100%,,"6,168,636",,
HeadRoom,https://www.crunchbase.com/organization/headroom-llc,2014-01-01,year,1-10,"Headroom is the premier shared office space in Greater Philadelphia where small businesses and start-ups can benefit from lower overhead, leverage shared knowledge, technology and resources, and collaborate with an eclectic mix of professionals and entrepreneurs.",http://headroom.net,"Collaboration, Electronics, Knowledge Management","Media, Pennsylvania, United States","Shared Space, Collaboration, and Strategy","951,129",,,,,,,,,,,,
MuniRent,https://www.crunchbase.com/organization/munirent,2014-01-01,month,11-50,"MuniRent helps government agencies share heavy duty equipment internally within their fleet. Large government fleets like cities, counties, water authorities and State DOTs, often have a hard time scheduling how equipment is shared between crews. This is a problem because it results in underutilized equipment and locked in capital. MuniRent's platform enables government agencies to increase equipment utilization and reduce redundant pieces of equipment.",https://www.munirent.co/,"Collaboration, Fleet Management, GovTech","Ann Arbor, Michigan, United States",MuniRent helps government agencies share heavy duty equipment internally within their fleet.,"970,620",,,,,,,,,,,,
Plato Partnership,https://www.crunchbase.com/organization/plato-partnership,2014-01-01,year,1-10,"Plato Partnership is a not-for-profit company comprising asset managers and broker dealers who are collaborating to bring creative solutions and efficiencies to today’s complex equity market place.   Plato Partnership will use the revenue it generates to commission academic research through MI3. This research will identify ever better ways of executing trades, as well as lowering the cost and improving the quality of the broad range of processes and data required to support the execution lifecycle.   Taking a truly collaborative approach to enhance the reputation of equities markets and improve the trading experience for the benefit of all market participants.",http://www.platopartnership.com,"Collaboration, Financial Services, Non Profit","London, England, United Kingdom",Plato Partnership is a not-for-profit company comprising asset managers and broker dealers who are collaborating to bring creative solution.,"1,001,966",,,,,,,,,,,,
Sadie Blue Software,https://www.crunchbase.com/organization/sadie-blue-software,2014-01-01,year,11-50,"Sadie Blue Software is a web-based project management company that offers Agility Blue for legal teams and eDiscovery professionals. The company providing powerful, intuitive technology solutions for the legal and business communities. Their easy to use web-based software allows instant visibility and access to all projects and tasks, from creation to billing and reporting, more accurate project completion, resulting in quicker, and improved profitability. Agility Blue will optimize the organization, processing, communication, and accountability of your team projects. The Agility Blue’s flexible API also enables users to integrate easily with other platforms, including Relativity. Sadie Blue Software was founded in 2012 and is headquartered in Minneapolis, MN, USA.",https://www.sadiebluesoftware.com/,"Collaboration, Legal, Project Management, Software","Minneapolis, Minnesota, United States",Sadie Blue Software is a web-based project management company that offers Agility Blue for legal teams and eDiscovery professionals.,"1,017,300",,,,,,,,,,,,
CINESHARES,https://www.crunchbase.com/organization/cineshares,2014-01-01,year,1-10,"CINESHARES filmmakers finance, produce & distribute commercially viable films by connecting with stakeholders from script to screen.",http://www.cineshares.club,"Art, Collaboration, Crowdfunding, Video on Demand","Oakland, California, United States",CINESHARES is a web platform that allows filmmakers to display their works in the hopes of having projects funded.,"1,045,845",,,,,,,,,,,,
CivilHub,https://www.crunchbase.com/organization/civilhub,2014-01-01,year,11-50,"CivilHub is an online platform that offers a space for local civil collaboration. Users can collaborate with others, create local polls, start local projects, and share their ideas and knowledge. CivilHub is operated from Warsaw, Poland and California, United States.",https://civilhub.org,Collaboration,"Los Angeles, California, United States",CivilHub is an online platform that offers a space for local civil collaboration.,"1,076,161",,,,,,,,,,,,
Challangel,https://www.crunchbase.com/organization/challangel,2014-01-01,year,1-10,,https://www.challangel.com,"Collaboration, Innovation Management, Internet","Roubaix, Nord-Pas-de-Calais, France",Challangel is a creative collaboration web platform that connects customers and brands.,"1,095,996",,,,,,,,,,,,
GroupDraw,https://www.crunchbase.com/organization/groupdraw,2014-01-01,year,1-10,"GroupDraw is a web platform specifically optimized for the communication on and around technical drawings, construction plans and blueprints. It allows you to replace all emails regarding your drawings, CAD files and visual files with a centralized tool that can be accessed with any PC and Mac (no installation required). The key of GroupDraw is that all the parties can communicate on the same drawing at the same time without the need of any expert skills.",https://www.groupdraw.com,"Collaboration, Mechanical Engineering, Software, Web Development","Zürich, Zurich, Switzerland",GroupDraw is an extraordinary web-based communication platform that keeps all project participants on the same page.,"1,118,378",,,,,,,,,,,,
simpleTutor,https://www.crunchbase.com/organization/simpletutor,2014-01-01,year,1-10,"Our hosted virtual classroom service is used by Corporates, Schools, Colleges, Academies and the Public Sector for the delivery of e-learning. Our technology creates live and recorded video for collaborative and 121 learning. We also manage the editing, distribution and publishing of that content to a library, together with a compliance module so you can see where people are on learning paths and assess outcomes.",http://www.simpletutor.com,"Collaboration, Education, Publishing, Software, Video, Video Streaming","Oxford, Oxfordshire, United Kingdom",Video learning platform provider,"1,163,515",,,,,,,,,,,,
Bindrs,https://www.crunchbase.com/organization/bindrs,2014-01-01,year,1-10,"Bindrs offers the most productive and most pleasant way for students and educators to collaborate on multi-media notes and documents.By using social media and e-mail for private communication about projects we integrate collaboration into students' daily on-line activities, using the channels and apps they already like and use frequently. Schools and universities have problems to support students and teachers with all the different collaboration projects they expect them to do. Students need to co-create content for group assignments. Teachers need to collaborate on new courses and on other projects, but they have hardly any time together to do so. And teachers are searching for better on-line ways to support students with their assignments. They are looking for solutions that connect better with the natural on-line habitat of students.  Most available co-creation tools, like wiki's and Google Docs, are too complicated and they don't connect well with the on-line channels students and teachers like to use on a regular basis. They need to go to special websites they normally don't visit and they need to use specially created logins they keep mixing up. Email is no good solution either. It is too frustrating. Attached files get lost and versions of documents get mixed up all the time. And especially teachers are already suffering from an overload of email.  Bindrs are on-line co-working spaces that look like shared multi-media notebooks. Each contributor can connect them to his own preferred set of social media or to an e-mail address. * They keep co-creation and collaboration simple * They alert you on your favourite social networks when necessary, like no one else does * They keep it private like in a safe in Switzerland * They let you do so in style like Moleskine No installation of software or apps is needed, since we make use of the social media apps you already use. And no new logins need to be created. You can use your social media logins. Bindrs is a webapp that integrates/connects with your social media and works on all your devices. It's even possible to work together across different social media. We call this 'cross-social collaboration'. Bindrs is optimized for 'hit-and-run collaboration' to make all your time spent on a collaboration project as productive as possible. In short you could say we turned the good old school notebooks and exercise books into multi-media binders that connect to the social networks that are popular among students. They can use them to collaborate with each other and with their teachers.",https://bind.rs/,"Collaboration, Education, Social Media","Bratislava, Bratislava, Slovakia (Slovak Republic)",Collaboration powered by Social Media,"1,232,693",,,,,,,,,,,,
Oprent,https://www.crunchbase.com/organization/oprent,2014-01-01,year,1-10,Oprent is the premiere online destination to rent high fashion goods.,http://www.oprent.com/,"Collaboration, Fashion, Retail","London, England, United Kingdom",Oprent is the premium destination to rent high fashion goods.,"1,350,182",,,,,,,,,,,,
Academy for Earth Sustainability,https://www.crunchbase.com/organization/academy-for-earth-sustainability,2014-01-01,year,1-10,"Academy for Earth Sustainability is an organization that helps schools, businesses, and individuals to gain critical life skills and knowledge through collaborative, hands-on projects in sustainability. The organization uses place-based education as the context to enable sustainable and vibrant communities. Academy for Earth Sustainability is based in Mumbai, India.",http://www.aeslife.in/,"Collaboration, Communities, Education","Mumbai, Maharashtra, India",Academy for Earth Sustainability promotes the transition to sustainable ways of living in India through hands-on projects in sustainability.,"1,455,347",,,,,,,,,,,,
SoCoMo Solutions,https://www.crunchbase.com/organization/socomo-solutions,2014-01-01,year,1-10,A new company dedicated to Social and Mobile collaboration. Our unique techonology will drive attendee loyalty and keep them coming back. Your clients will be able to make business more efficiently increasing the attractiveness of your event. SoCoMo will launch soon with a number of game changing products.,http://www.socomo.co,"Collaboration, Mobile, Social","San Francisco, California, United States",A new company dedicated to Social and Mobile collaboration. Our unique techonology will drive attendee loyalty and keep them coming back.,"1,461,661",,,,,,,,,,,,
ConnectTVT,https://www.crunchbase.com/organization/connecttvt,2014-01-01,year,,"ConnectTVT is a place of starting, growing, working for or investing in a digital business.",https://www.connecttvt.co.uk/,"Collaboration, Event Promotion, Information Technology, Social Entrepreneurship","Reading, Reading, United Kingdom","ConnectTVT is a place of starting, growing, working for or investing in a digital business.","1,487,354",,,,,,,,,,,,
LabRepo,https://www.crunchbase.com/organization/labrepo,2014-01-01,year,1-10,"Labrepo is a provider of an open-source lab information platform intended to offer all laboratory-related information. The company's open-source lab information platform is a laboratory information management system for researchers, educators, and academicians, enabling them to access all laboratory-related information.",http://labrepo.com,"Collaboration, Information Technology, Open Source","Chicago, Illinois, United States",LabRepo is a web-based laboratory information management system.,"1,493,399",,,,,,,,,,,,
Collectively,https://www.crunchbase.com/organization/collectively-2,2014-01-01,year,11-50,"Collectively is an online platform that celebrates and connects people, places, and ideas by sharing inspirational stories that create positive changes and sustainable lifestyles in the world. Unilever, the Coca-Cola Company, Marks and Spencer, BT Group and Carlsberg, Facebook, Google, Nestle, and Lenovo are some of its partners.",http://collectively.org/en/,"Collaboration, Collaborative Consumption","San Francisco, California, United States",Conducta Politica is a magazine that covers a wide range of real-time political issues.,"1,539,908",,,,,,,,,,,,
OpenTime,https://www.crunchbase.com/organization/opentime,2014-01-01,year,1-10,"OpenTime helps people discover and share availability with people they know. OpenTime improves the ROI of peoples unused time by notifying people in their network when they have time available to meet. Unlike calendars, OpenTime matches posted availability instead of time without any appointments.",https://opentimeapp.com,"Apps, Collaboration, Communities, Enterprise Software, Information Services","Dallas, Texas, United States",The in-person engagement platform,"1,568,664",,,,,,,,,,,,
Collaboration Superpowers,https://www.crunchbase.com/organization/collaboration-superpowers,2014-01-01,day,11-50,,https://www.collaborationsuperpowers.com,"Collaboration, Coworking, Management Consulting","Den Haag, Zuid-Holland, The Netherlands",Collaboration Superpowers offers management consultancy services.,"1,590,977","9,651","5,143.33",371.93%,-99.94%,73,1.29,29.23%,96.75%,-3.25%,"2,276,553","-2,656,666",-53.85%
WOTRA Universe,https://www.crunchbase.com/organization/wotra-universe,2014-01-01,year,1-10,,https://wotrauniverse.com,"Collaboration, Management Consulting, Marketing","London, England, United Kingdom","ICT based business support tools, digital economy, innovative collaboration models, service innovations, global marketing and sales;","1,638,208",,,,,,,,,,,,
Clear Labs,https://www.crunchbase.com/organization/clear-labs-5355,2014-01-01,day,1-10,,https://www.clearlabs.org/,"Collaboration, Consulting, Marketing","St. Petersburg, Florida, United States",Clear Labs provides a co-workspace for creative professionals and entrepreneurs.,"1,801,286",,,,,,,,,,,,
Chyp (Lakshya Group),https://www.crunchbase.com/organization/chyp-lakshya-group,2014-01-01,year,1-10,"Chyp is a web and mobile application (available on the iTunes App Store) that allows for real time group collaboration through pictures.  The problem is simple. There is an increased burden on students to maintain a perfect digital identity - for employers, parents, and the list goes on. Chyp takes a step away from the public profile and allows for any user to create a group, be shared in one, and then contribute a photo to any group they want. Only the friends shared in the group will see the photo, and be allowed to create a conversation around that photo. Take a picture through the mobile application, or upload one from the web, and see them anywhere.",http://www.chyp.in,"Collaboration, Photo Sharing, Photography","New York, New York, United States",Chyp is a mobile application which enables photo sharing for the iPhone.,"1,802,053",,,,,,,,,,,,
ZeMust,https://www.crunchbase.com/organization/zemust,2014-01-01,day,1-10,,http://zemust.fr,"Collaboration, Communities, Marketplace","Poissy, Ile-de-France, France","ZeMust is a marketplace that offers a ticket office, access to local merchants, and entrepreneurs for businesses to post offers and manage.","1,812,503",918,,,,"2,357",50,,0%,,"7,144,562",,
Meeting Wall,https://www.crunchbase.com/organization/meeting-wall,2014-01-01,year,11-50,"Meeting wall is a leading collaborative multitouch meeting management technology developed on the concept of ""Meeting Science"" to make every meeting 100% productive. This technology is suited for all kind of companies and businesses who wish to take their business meetings to the next level. Invite your meeting participants and conduct the meetings from anywhere, anytime, and with any device. Experience improved collaboration increased productivity and world-class meetings. Share the data into the device and perform the functions like annotate, zoom, highlight, edit, delete, and many more without interrupting the others. Call us to know more information about the product and feel free to ask us for a free demo.",http://themeetingwall.com/,"Collaboration, Meeting Software, Software","Hyderabad, Andhra Pradesh, India",Meeting wall is a multitouch collaborative meeting management platform developed to make every meeting productive and effective.,"1,824,869",,,,,,,,,,,,
