Organization Name,Organization Name URL,Founded Date,Founded Date Precision,Number of Employees,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth
QuickBlox,https://www.crunchbase.com/organization/quickblox,2009-01-01,year,11-50,"QuickBlox is a cloud communication backend that allows to add Chat, Video Calling and Push Notifications functionality into your mobile, web and desktop apps. Basically, it's a drag and drop Skype.  QuickBlox is used by hundreds of social networking apps and dozens enterprises including Unilever, BlackBerry, Barclays, ManCity and Liverpool Football Clubs, Saudi Telecom and Singapore Telecom. The global communications market is growing while cellular carriers and legacy infrastructures become less relevant. OTT (Over The Top) communication infrastructure platforms such as QuickBlox are going to increasingly take larger share of the growing market as they are simple to integrate and benefit from the latest internet communication technology.",https://quickblox.com/,"Android, Apps, Cloud Computing, Collaboration, Enterprise Software, iOS, Messaging, Mobile, Video Chat","London, England, United Kingdom","QuickBlox is a cloud communication backend that allows to add Chat, Video calling, Push Notifications, Cloud Sync into mobile and web apps.","192,126","282,886","127,169.17",68.54%,345.97%,941,1.33,-17.64%,84.92%,10.85%,"270,718","-102,347",-27.43%
Cerebro,https://www.crunchbase.com/organization/cinesoft,2009-01-01,year,11-50,"Cerebro, Inc. is a software developing company with its main focus on business management software for Media & Entertainment markets. Rooted in Postproduction and Visual Effects industry, the team has been developing its primary product — Cerebro — an ERP/PM software with an M&E-specific toolkit.",https://cerebrohq.com/en/,"Collaboration, Internet, Project Management, Software","San Francisco, California, United States",Cerebro is a collaborative working environment designed to handle complex visual materials.,"194,681","12,729","8,577.67",-11.63%,-34.72%,579,1.93,43.95%,45.19%,-32.9%,"1,966,640","192,557",10.85%
CoCo,https://www.crunchbase.com/organization/coco,2009-01-01,year,1-10,"CoCo is a coworking space where freelancers, small businesses and corporate workgroups can gather to share ideas, team up on projects and get some work done. They provide an alternative to working from home, coffee shops, or hotel business centers.",http://www.cocomsp.com,"Collaboration, Coworking","Saint Paul, Minnesota, United States",CoCo is community of future Corporate enterpreneures.,"198,995",,,,,,,,,,,,
Flirt.com,https://www.crunchbase.com/organization/flirt-com,2009-01-01,year,,Flirt is a social collaboration platform that enables its users to get in touch with new people and go for parties together.,https://www.flirt.com,"Collaboration, Dating, Digital Entertainment, Internet, Social Media","Tórtola, Castilla-La Mancha, Spain",Flirt.com is a company that was acquired by Cupid plc in 2010.,"243,535","1,705,399","1,225,936.17",5.92%,-8.89%,707,3.2,10.68%,57.69%,24.76%,"73,965","-1,191",-1.58%
Thounds,https://www.crunchbase.com/organization/thounds,2009-01-01,year,1-10,"Thounds is a music collaboration social network born in 2009. The service is free and simple, registered users can record their music inspiration from scratch or adding to other snippets, and finally share with friends. Thounds gives way to inspiration, by cutting the recording process to a simple action. Users can record and share their music ideas very easily because third applications or soundcards are not required, hence people will record live instead of uploading audio files.  The service is available both on web and as an iPhone app.",http://thounds.launchrock.com/?r=http://www.crunchbase.com/company/thounds,"Collaboration, Music","Seattle, Washington, United States","Thounds is a music collaboration social network born in 2009. The service is free and simple, registered users can record their music","271,416",,,,,,,,,,,,
Planet Soho,https://www.crunchbase.com/organization/planet-soho,2009-01-01,year,11-50,"Planet Soho is the place small office / home office (SOHO) businesses, micro-businesses, entrepreneurs, and freelancers worldwide come together to grow and flourish. Planet Soho addresses the business needs of SOHOs, offering a powerful suite of free web-based tools to help SOHOs operate, a business-advice blog, and a directory of over one million small businesses. With over one million SOHOs on board, Planet Soho is leveraging the power of economy of scale to bring exclusive features to members, thereby giving SOHOs the kinds of advantages previously only available to big corporations. Planet Soho is bringing SOHOs together to connect, collaborate, and create a new global micro-economy. Planet Soho is based in San Francisco.",http://www.PlanetSoho.com,"Billing, Collaboration, Enterprise Software","San Francisco, California, United States",Planet Soho is an online company that addresses the needs of small office and home office businesses.,"344,643",,,,,,,,,,,,
Meetupcall,https://www.crunchbase.com/organization/meetupcall,2009-01-01,year,11-50,"Providers of high quality, easy to use conference calling services - entrusted by more than 10,000 business users worldwide. Meetupcall allows you to arrange a conference call in seconds directly from your calendar app or smartphone.  This is done without installing any software or visiting any websites.  Instead you create a calendar invite in your favourite calendar app, invite your conference call delegates and invite invite@meetupcall.com too. An individually tailored email is then sent to each of the delegates with instructions of how to join the call.  The dial-in number is automatically selected based on their actual location and they can see the names, job titles, locations as well as photos of all other delegates on the call, automatically pulled from LinkedIn profiles.  From this e-mail they can choose to be called a few seconds before the conference start time or tap an auto-join link to go straight into the conference from their smartphone. Meetupcall is the simplest, quickest and smartest way to host and join conference calls.",http://www.meetupcall.com,"Apps, Collaboration, Communications Infrastructure, Enterprise Software, Information Technology, iOS, Location Based Services, Mobile, Social Media, Software","Doncaster, Doncaster, United Kingdom",The World's Smartest Conference Call Service,"391,055","1,582",,164.99%,,0,1,-50%,100%,,"6,040,637","-1,829,573",-23.25%
SkyDox,https://www.crunchbase.com/organization/skydox,2009-01-01,year,11-50,"Founded in 2009, SkyDox is a cloud-enabled file sharing and collaboration platform that delivers a suite of online, mobile and desktop-based collaboration, storage and file management tools. It enables real-time, simultaneous document-centric collaboration.   SkyDox allows users to review, comment on, search, store, deliver, manage, and collaborate together, letting them choose from over 200 file formats on a single easy-to-use cloud-based platform. With SkyDox, users can collaborate on content with company team members, customers, suppliers, and business partners. In addition, users are able to work on any browser-enabled PC, laptop, or mobile device.   SkyDox provides a scalable, highly secure enterprise-grade platform. It is also flexible and can be configured as a private, hybrid, or public cloud to meet customer security policies and compliance requirements.",http://www.skydox.com,"Cloud Management, Collaboration, Content, Document Management, Enterprise Software, File Sharing","London, England, United Kingdom","SkyDox is a cloud-enabled platform that delivers online, mobile and desktop-based collaboration, storage and file management tools.","410,372",,,,,,,,,,,,
Kanban Tool,https://www.crunchbase.com/organization/kanbantool,2009-01-01,year,11-50,"Kanban Tool is an innovative visual project management solution for business, that helps companies significantly boost their productivity and efficiency. Kanban Tool provides online Kanban boards for managing projects and organising work in distributed teams, all in line with Kanban method. It allows to visualize workflow, identify and eliminate bottlenecks and keep an eye on what's happening with the project. Kanban Tool is a powerful web-based SaaS application with support for real-time collaboration, allowing teams to increase communication and boost productivity. With advanced access management options it is easy to share information between team members, customers and stakeholders. Kanban boards displayed on a large screen are also perfect dynamic information radiators. From small teams to distributed enterprises, Kanban Tool helps companies visualize workflow and stimulate continuous improvement. Kanban Tool is trusted by over 45 000 users in over 100 countries around the globe.",https://kanbantool.com,"Collaboration, Enterprise Software, Project Management, SaaS, Software, Task Management","Katowice, Slaskie, Poland",Visual Project Management Application,"458,807","1,120,281","459,039.5",116.37%,51.95%,"1,366",2.74,35.54%,47.24%,-13.4%,"100,909","-70,190",-41.02%
Hitorra,https://www.crunchbase.com/organization/hitorra,2009-01-01,year,101-250,"Hitorra provides services throughout the United States. The company provides Consulting Services, Professional Services, Managed Services, Talent Acquisition Services, Transformation Consulting Services, Technical and Support Services, Infrastructure, and Network Management, Unified Communications, Collaboration, Security, Virtualization, Compute, and Data Center.",https://www.hitorra.com/,"Collaboration, Consulting, Information Services, Infrastructure, Professional Services, Security, Technical Support, Virtualization","White Plains, Maryland, United States","Hitorra is a provider of consulting, contracting, and technology services with a focus on modernizing and securing IT infrastructure.","478,430",,,,,,,,,,,,
Gantter,https://www.crunchbase.com/organization/gantter,2009-01-01,year,1-10,,https://www.gantter.com/,"Collaboration, Project Management, Software","Warwick, Rhode Island, United States",Gantter is a project management software specifically designed for remote collaboration.,"514,202","28,977","119,563.83",-36.93%,-21.24%,89,1.42,-11.15%,66.61%,30.58%,"1,223,952","335,000",37.68%
bettercodes.org,https://www.crunchbase.com/organization/bettercodes-org,2009-01-01,year,1-10,"bettercodes.org is an innovative collaboration platform for developers and programmers based on a free-of-charge and open source approach. Enter bettercodes.org you will find several features and services which developers and programmers can use to run their development project online, collaborate or exchange their knowledge with peers or connect each other. Developers can use all services and features for free. Mainly comprehensive project management tools, code hosting based on different concepts like SVN, GIT and others, a broad variety of groups around many relevant topics for developers, the possibility to ask questions to the community, share their code snippets and many more things to come.  The platform is operated based on an open source approach. The source code is shared with all members and each user can contribute new, innovate and delightful new features and functions and sahre them with all other developers. bettercodes.org is independent and technology-neutral. This means that bettercodes.org is not following any dedicated programming language or programming method. All users are free to choose what they prefer.  bettercodes.org is more than a â€œcommon social networkâ€, it will be the most thrilling collaboration platform for developers.",http://www.bettercodes.org,"Collaboration, Enterprise Software, Open Source, Project Management, Web Hosting","Hamburg, Hamburg, Germany",Collaboration Platform for Developers,"527,702",,,,,,,,,,,,
Code Together,https://www.crunchbase.com/organization/code-together,2009-01-01,year,1-10,"Code Together is the provider of two collaborative coding products, Squad and Treaty. Code Together is  based in Bloomington, Indiana and was founded out of SproutBox in 2009. Squad is a browser-based real-time collaborative code editor, and has been the company's flagship product. Treaty, launched in 2013, is real-time collaborative document editor that integrates into existing web applications.",http://squadedit.com,"Collaboration, Real Time, Software","Bloomington, Indiana, United States","Code Together is the provider of two collaborative coding products, Squad and Treaty.","533,209",,,,,,,,,,,,
Meylah,https://www.crunchbase.com/organization/meylah,2009-01-01,year,11-50,"Meylah is the place to find, share and sell all things creative...social commerce made easy! Artists, handmade crafters, photographers and more use our blog-powered storefronts and integrated business and marketing tools to accelerate customer engagement, empower community collaboration and profit from social commerce all-in-one-place.  With our easy to use platform, anyone can get started quickly and mange their online business efficiently for long term success. We are devoted to helping individuals learn, share and support each other’s business growth online. We know how hard and time consuming being an entrepreneur can be, but with the proper skills at hand, we believe anyone can succeed!",http://meylah.com/,"Collaboration, E-Commerce, Marketplace","Sammamish, Washington, United States",Meylah is an ecommerce marketplace hosting platform.,"565,954","11,012","11,911.33",15.62%,"13,600%",0,1.08,-33.24%,91.97%,140.89%,"2,125,571","-111,870",-5%
Versly,https://www.crunchbase.com/organization/versly,2009-01-01,year,1-10,"Versly was acquired by Cisco on August 29, 2011. Versly enables collaboration right inside the applications you already use such as Microsoft Word, Excel, Powerpoint. It integrates seamlessly with email while also delivering the next generation web and mobile apps.",http://www.versly.com,"Collaboration, Commercial Real Estate, Content, Email, Presentations, Software","San Francisco, California, United States","Versly integrates Microsoft Office applications and links content in documents, spreadsheets, presentations and email.","567,016",,,,,,,,,,,,
Usertechnologies,https://www.crunchbase.com/organization/usertechnologies,2009-01-01,year,11-50,"U+  is at the epicenter of digital product creation. We are a collection of highly skilled, innovative, and experienced digital beings. We have in-depth and industry-leading knowledge in digital design, UX, programming and project management. We provide full AWS management, DevOps, and monitoring infrastructure and services. This mix delivers a complete end to end solution from ideation and creation, to continual product optimization and hosting. Combined with our drive and dedication, we live and breath execution.  We have successfully created original digital products across multiple industries in Europe, the United States, and Asia. We are the resource people use to get digital work done and turn impossible ideas into real-life opportunities.",http://usertechnologies.com/,"Collaboration, Graphic Design, Web Design","Prague, Hlavni mesto Praha, Czech Republic",Usertechnologies helps companies build interfaces and apps with an incredible level of detail in prototyping and execution.,"575,861",,,,,,,,,,,,
A Different Engine,https://www.crunchbase.com/organization/a-different-engine,2009-01-01,year,11-50,,http://adifferentengine.com/,"Collaboration, Digital Media, Software","San Francisco, California, United States",ADE is a San Francisco and Brooklyn based interactive services group that designs and develops applications for the digital living room.,"686,021",,,,,,,,,,,,
Skylightit.com,https://www.crunchbase.com/organization/skylightit-com,2009-01-01,year,1-10,"Skylight is the missing app for business. It's an all-in-one web application that lets you organise your business data. It includes project, sales and document management, resource scheduling, CRM, Time Billing and accounting tools in a common powerful interface.  Although there are various applications around that fulfil some of the areas mentioned here, the financial, managerial, and educational overhead of spreading your data across multiple services is high. Skylight brings it all together in one common interface. Skylight provides a home for common business data that would otherwise often be put into excel sheets and forgotten about. This includes contacts, project data, invoices/quotes/POs, resource schedules, tasks and project documentation (via google docs). Objects can be related to each other in a variety of ways - e.g. tasks can relate to resources, projects or stages, and documents can be related to multiple objects via ""attachments"". It's easy to see a full history of projects and tasks for any given contact, for example. Through a highly flexible tagging system, businesses can devise their own strategy for categorising content, in a way specific to their industry. Skylight lives entirely in the cloud, so data is accessible securely from anywhere in the world at any time.   Why Skylight? They have run various successful businesses in the media sector and struggled to find a single product that fulfilled their growing data-management requirements, and had to rely on various tools for different sections of their workflows. This was financially expensive and had a huge overhead for every new team member to learn all the systems/applications involved to manage the business. There was a continual difficulty in synchronising these disparate services too. Skylight solved this by providing a common powerful interface for critical business data, it's flexible enough to be used for any business sector and powerful enough to fulfil the requirements of any growing business.",https://www.skylightit.com,"Billing, Collaboration, Computer, CRM, Project Management, SaaS, Software, Task Management","London, England, United Kingdom","Skylight is a complete, cost-effective and user-friendly productivity tool to help make business life simple.","784,844",,,,,,,,,,,,
Cremalab,https://www.crunchbase.com/organization/cremalab,2009-01-01,year,11-50,"Cremalab is a product experience agency growing and learning along with our clients. They  believe in solving real problems and validating assumptions. Following lean principals, they  approach building digital products through iteration, collaboration, and focussing on great experiences that produce value.",http://www.cremalab.com,"Advertising, Collaboration, Collaborative Consumption, Consulting, iOS, Mobile, Product Design","Kansas City, Missouri, United States",Product Experience firm helping to turn good ideas into great experiences,"837,327",,,,,,,,,,,,
RSi Group,https://www.crunchbase.com/organization/rsi-group,2009-01-01,day,1-10,,http://www.rsicom.net,"Collaboration, Information Technology, Software","Barcelona, Catalonia, Spain",RSi Group is an IT company that specializes in guiding IT projects as well as effective technical assistance.,"847,296",,,,,,,,,,,,
The Start Project,https://www.crunchbase.com/organization/the-start-project,2009-01-01,year,11-50,"The Start Project was founded in December 2009 by the founders of [83 Degrees](http://www.crunchbase.com/organization/83-degrees), Josh Felser and [Polaris Venture Partners](http://www.crunchbase.com/financial-organization/polaris-venture-partners). The company will create, launch and fund new consumer web startups.  What is the start project?  A fresh take on the business building / incubator process.  We conceive, refine, develop, build and start companies.  Whereas traditional incubators fund young teams and offer mentoring for equity, TSP builds products, assembles teams of seasoned operators, and secures funding. Our partnership with Polaris helps streamline the seed/series A process.",http://thestartproject.com,"Business Development, Collaboration, Social Entrepreneurship","Mill Valley, California, United States","The Start Project is a team of entrepreneurs exploring new ideas, products, and businesses.","1,001,071","1,102",,,,0,1,,100%,,"4,054,206",,
Stroome,https://www.crunchbase.com/organization/stroome,2009-01-01,year,1-10,"Stroome is a  collaborative online video editing suite orginally developed as a graduate project at the USC Annenberg School of Communication & Journalism.  Stroome is based on the Kaltura video editing suite, but extends the online editor with community tools that make it possible to work on videos together and remix other peopleâ€™s work. Stroome allows users to upload footage and mix these clips with photos, audio tracks and other video footage available online in a video editor. Videos can  be saved as a project and shared with a group of any size, from a small team of two to the entire Stroome community. Final cuts can be shared on various social networks.",http://www.stroome.com,"Collaboration, Developer Tools, Music, Video, Video Editing","Los Angeles, California, United States",Stroome is a collaborative online video editing suite enabling users to upload footage and mix these clips with photos and audio tracks.,"1,002,981",,,,,,,,,,,,
Ofuz,https://www.crunchbase.com/organization/ofuz,2009-01-01,year,1-10,"The goal of Ofuz is to simplify the task of managing your contacts, collaboration, and tasks. Ofuz is designed for small businesses and freelancers, with a comfortable and simple interface. Interact with all the people in your network, including prospects, customers, vendors, employees, and co-workers. Ofuz integrates with your web site and email client, allowing you to create new contacts and notes automatically. Users that submit a form through your site will become contacts in your Ofuz account. Further, when you send an email to someone, he or she becomes your contact in Ofuz and their email is added to your notes. Share files easily with clients and collaborators. Keep in touch with business contacts through mailing lists and discussions. Use Ofuz to submit quotes and invoices, as well.",http://ofuz.com,"Collaboration, Project Management, Small and Medium Businesses, Task Management","Culver City, California, United States","Ofuz is a web application that integrates with websites and email clients, allowing users to create new contacts and notes automatically.","1,030,498",,,,,,,,,,,,
FluTrends International,https://www.crunchbase.com/organization/flutrends-international,2009-01-01,year,1-10,"FluTrends International Corporation (""FluTrends"") was founded in 2009 and is headquartered in Reston, Virginia with research facilities in Denver, Colorado. FluTrends' mission is to leverage science to save lives, to reduce morbidity and to lessen the economic impact of influenza with the intent to eliminate the disease within a decade.",http://flutrends.com,"Association, Biotechnology, Collaboration, Health Care, Health Diagnostics","Reston, Virginia, United States","FluTrends International leverages science to save lives, reduce morbidity, and lessen the economic impact of influenza.","1,174,476",,,,,,,,,,,,
Steve Tonkin and Company,https://www.crunchbase.com/organization/steve-tonkin-and-company,2009-01-01,year,1-10,,http://stevetonkin.com/,"Collaboration, Consulting, Training","Lakewood, Colorado, United States",Steve Tonkin and Company provide training workshops and keynote speakers to help each person find and function out of their intrinsic.,"1,283,372",,,,,,,,,,,,
OpenMeetings,https://www.crunchbase.com/organization/openmeetings,2009-01-01,year,1-10,"We provide full support plus customized packages of Apache OpenMeetings Web-Conferencing, integrations and custom module development. Apache OpenMeetings is a free Audio/Video conferencing software that allows you to instantly set up  a conference in the Web. You can use your microphone or webcam, share documents on a white board, share your screen or record meetings. You can use it in education, training, ad-hoc meeting or build your very own Video-Conferencing platform with it. We founded Openmeetings in 2007 and still have a strong commitment to the project. Openmeetings is translated in over 30 languages and downloaded over 500.000 times. You can integrate using Atlassian Jira or Confluence Enterprise Wiki, Asterisk VoIP server, Drupal, Joomla, Wordpress or any other Website and CMS and there are also LDAP/ADS connectors available. OpenMeetings can be installed on Virtual and Dedicated Servers as well as on Amazon Cloud or XEN Virtualized environments.",http://openmeetings.apache.org/,"Collaboration, Education, Information Technology, Public Relations, Social Media, Software, Video, Video Conferencing, VoIP","Karlsruhe, Baden-Wurttemberg, Germany",OS Web-Conferencing with OpenMeetings,"1,292,746",,,,,,,,,,,,
CoMo Solution,https://www.crunchbase.com/organization/como-solution,2009-01-01,day,11-50,,http://www.como-solution.de,"Collaboration, Mobile Apps, Software","Lauf An Der Pegnitz, Bayern, Germany","CoMo Solution offers tailor-made services to increase productivity, mobile work for efficient communication, and software applications.","1,305,630",,,,,,,,,,,,
Jaconda,https://www.crunchbase.com/organization/jaconda,2009-01-01,year,1-10,"Jaconda is a Project Team Chat. It allows to create chat rooms for projects and integrate them with most popular version control systems, project management and support tools. Jaconda was founded by Anton Mironov and Nick Ostrovsky in 2009 and is headquartered in Orenburg.",http://jaconda.im,"Collaboration, Enterprise Software, Messaging, Software","Orenburg, Orenburg, Russian Federation",Jaconda is a company that has developed a smartbot that is used with Telegram.,"1,482,710",,,,,,,,,,,,
Lohse - IT & Media Consulting,https://www.crunchbase.com/organization/lohse-it-media-consulting,2009-01-01,year,1-10,,http://www.lohse-consulting.de/,"Collaboration, Consulting, E-Commerce, Information Technology, Software","Berlin, Berlin, Germany","Lohse is an IT company that specializes in software applications, online marketing, collaboration, and implement eCommerce solutions.","1,491,356",,,,,,,,,,,,
FamiLAB,https://www.crunchbase.com/organization/familab,2009-01-01,year,51-100,"FamiLAB is Central Florida’s provider of space, tools, and community for creative technical learning and projects. If you are looking for a great place to meet like-minded people, learn, collaborate on projects, and have access to great tools, FamiLAB is the place for you! FamiLAB’s mission is to be a community that fosters learning and creativity through hands-on projects, collaboration, and the sharing of skills & tools to improve ourselves and enrich the world around us. FamiLAB welcomes makers, artists, thinkers, hackers*, crafters, and everyone else – come wield your imagination in any (legal and ethical) way you see fit. Think of FamiLAB as a club for geeks!  Whether you are an art geek, hardware geek, photography geek, code geek, lab geek, or any geek in between–we would like you to join us at the lab and teach a class, lead a lecture, or simply work on a project while surrounded by awesome people. If you can think of it, come build and share it the lab.",http://familab.org/,"Collaboration, Communities, Creative Agency","Longwood, Florida, United States","FamiLAB is Central Florida’s provider of space, tools, and community for creative technical learning and projects.","1,588,177","1,414","2,465.5",6.08%,,0,1,0%,100%,0%,"6,353,186","12,862",0.2%
Xtrant,https://www.crunchbase.com/organization/xtrant-productive-sharing,2009-01-01,year,1-10,"Xtrant is a cloud based project platform that helps you manage, share and collaborate with anyone, from anywhere.  Our philosophy is based upon keeping information central. The who, what, why, when and how gathered together in one place lets you literally ""Keep everyone on the Same Page.""",https://www.xtrant.com/,"Collaboration, File Sharing, Project Management","Memphis, Tennessee, United States","Xtrant is a cloud based project platform that helps you manage, share and collaborate with anyone, from anywhere.","1,641,020",,,,,,,,,,,,
GenerationStation,https://www.crunchbase.com/organization/generationstation,2009-01-01,year,1-10,"GenerationStation is a free site that enables you to collaborate, create and preserve your family history.  By sharing photos, videos and other memories of someone's life, the tapestry of your ancestors' stories are preserved for current and future generations to discover and enjoy.",http://about.generationstation.com/contact/,"Collaboration, Family, Photography","Atlanta, Georgia, United States","GenerationStation enables users to collaborate, create profiles, upload photos, and preserve their family history.","1,682,451",,,,,,,,,,,,
Youtego,https://www.crunchbase.com/organization/youtego,2009-01-01,year,11-50,"A new visual tool, where desire to express yourself is enriched with your senses and emotions. Just be as you are, define yourself as you feel and match with people by values that make sense to you most. We believe in the idea of ""recognize yourself to recognize the world around you"". The idea of self-recognition as a new way to perceive the world based on knowledge and emotional pattern that you define and share. We believe that everyone has so many unique emotions, feelings and values to share to the whole world - the world where we are as a big family, disregarding your country or language, the world where true emotional expressions make sense and self-recognition is the only way to answer the question ""what makes me unique?"".",http://www.youtego.com,"Collaboration, Communities, Data Visualization, Software","San Francisco, California, United States",Social Network,"1,769,478",,,,,,,,,,,,
Clariys,https://www.crunchbase.com/organization/clariys,2009-01-01,year,1-10,"Clariys is simple, lightweight yet robust web based requirements management software that increases product quality and helps reduce rework with visual requirements. In addition to robust requirements management capabilities, Clariys also has a powerful wireframe & prototyping tool that helps teams to visualize, validate and collaborate before product is built. By modeling the user interface in the requirements phase, the design and development team knows exactly what the user wants because it was validated with a simulated version. This helps organizations to improve product quality, time to market and reduce rework.",http://www.clariys.com,"Collaboration, Enterprise Software","Santa Clara, California, United States",Requirments 2.0,"1,800,662",,,,,,,,,,,,
Keen Analytix,https://www.crunchbase.com/organization/keen-analytix,2009-01-01,year,1-10,"Keen Analytix offers digital transformation services for companies. Their services include data analysis, collaboration and communication, business apps, and cloud infrastructure. They Build applications with the microsoft power platform.",https://keenanalytix.com,"Analytics, Cloud Infrastructure, Collaboration","Miami, Florida, United States",Keen Analytix offers data analytics and microsoft cloud solutions.,"1,887,358",,,,,,,,,,,,
CircleDoc,https://www.crunchbase.com/organization/circledoc,2009-01-01,year,1-10,"CircleDoc creates software for real-time, go-anywhere, co-authoring.  Its first product, CircleDoc for PowerPoint, went in public beta end of April 2010. This PowerPoint add-in connects to an online service, enabling multiple people to collaborate on the same PowerPoint documents at the same time.  Solely focused on PowerPoint, the service offers the fastest possible solution for presentation collaborators who don't want to waste time syncing up changes or tracking down versions.",http://www.circledoc.com,"Cloud Computing, Collaboration, Presentations, Software","Denver, Colorado, United States",Real-time collaboration software,"1,907,663",,,,,,,,,,,,
Africa Gathering,https://www.crunchbase.com/organization/africa-gathering,2009-01-01,year,1-10,"Africa Gathering draws inspiration from the traditional, symbolic African Baobab tree: the place where people can gather to share knowledge, exchange ideas and learn from each other. Under AG’s tree all speaks openly, from activators to innovators, from artists to technologists. Under their tree they celebrate the change-makers and their work, they connect them to like-minded people, they share their passion for a positive Africa. Gathered under this tree, they bring African ideas and innovations to the rest of the world so that they can be recognised, used and celebrated. They provide an online and offline exchange forum that allows ordinary but amazingly talented African activators to champion their projects and concepts so that their achievements can be given exposure, gain momentum and attract interest from a global audience.",http://www.africagathering.org/,Collaboration,"London, England, United Kingdom","First all-inclusive platform featuring problems solvers, thinkers, technophiles, women, entrepreneurs, investors to come and share ideas.","1,933,954",,,,,,,,,,,,
Allinnova,https://www.crunchbase.com/organization/allinnova,2009-01-01,year,1-10,"Allinnova helps organizations avoid becoming a strategic partnerships statistic by improving their ability to engage in partnering. Allinnova was formed to focus on innovation and partnering capability management. Joost Allard, their founder and CEO, has over ten years of experience in alliance consulting, in addition to 12+ years in business process improvement and systems development. Under his leadership, they offer practical, action oriented tools and services to successfully execute collaboration activities. The company develops & markets independent instruments and services that enable companies to organize, deploy and optimize around â€˜Generally Accepted Partnering Practicesâ€™ (GAPP). Companies that invested in deploying practices have seen across the board improvement in partnering success rates. The Allinnova tools are applied to the following scenarios: * Internal alignment focused on ability to partner as a team * Partner alignment as part of continuous improvement and risk management * Partner selection to identify high quality, partnering-ready organizations The Allinnova â€˜Partnering Readiness Scoreâ€™ (PRS) is used by various organizations to introduce the topic of partnering capability during the initial stages of the business/partner development process, as a means of differentiating the company from competitors. The Allinnova tools are SaaS based, allowing for ongoing refinement, analysis and sharing of information, both internal and between (future) partners.",http://www.allinnova.com,"Accounting, Collaboration, Consulting","Ann Arbor, Michigan, United States","Allinnova develops and markets instruments and services that enable companies to organize, deploy, and optimize around GAPP companies.","1,964,622",,,,,,,,,,,,
The Hall,https://www.crunchbase.com/organization/the-hall,2009-01-01,year,1-10,"Educators (Schools. Teachers. Coaches. Teams) Help your students develop speech, debate and communication skills and collaborate with other educators via a virtual classroom anytime, anywhere. DebateHall’s unique asynchronous teaching solution helps you connect with your class, team or individual student when convenient for you. It also lets you leverage the help of other students and fellow teachers wherever they are in the world.",http://www.debatehall.com,"Cloud Computing, Collaboration, Digital Media, Education, Internet, Social Media, Video, Video Streaming, Virtualization","Los Angeles, California, United States",Educators (Schools. Teachers. Coaches.,"1,973,150",,,,,,,,,,,,
HuzuTech,https://www.crunchbase.com/organization/huzu,2009-01-01,year,11-50,"Established in 2010, HuzuTech is a social gaming studio and social gaming platform development company. Our focus is the development of leading technology to support branded social networks and virtual worlds, whilst working directly with IP owners, brands, and publishers which need a virtual world and social game solution. We have over 15 members of staff â€“ mainly game developers, environment designers and producers â€“ with locations in both Glasgow and London. Each member of the team is an expert in their field, including concept development, visual design and illustration, animation, IT and infrastructure, and the social web. Our team's skillset allows us to offer unique opportunities for IP and brand owners, such as providing a low cost of entry into social worlds; the removal of complex technical barriers normally associated with immersive gaming; and the ability to help companies exploit the latest technology to make the most of their existing investments, and truly develop new revenue streams from the growing virtual economy. We have used our expertise to develop an advanced social gaming framework that allows for the production of deeply immersive virtual worlds to help organisations enter the social gaming and virtual world space at a fraction of the cost of developing an environment from scratch. Because we have developed the platform in-house our team of experts are always on hand to ensure that your social game or virtual world is of a superior quality and can be developed along the exact lines required by business needs.",http://www.avataraffinity.com,"Blogging Platforms, Collaboration, Social Media, Software","Glasgow, Glasgow City, United Kingdom",HuzuTech is a social gaming studio and social gaming platform development company.,"2,068,969",,,,,,,,,,,,
Synterys,https://www.crunchbase.com/organization/synterys,2009-01-01,year,11-50,"Synterys, Inc. is a Bay Area medicinal chemistry and collaborative drug discovery provider focused on the needs of virtual and small drug discovery companies. The companys modern medicinal and synthetic chemistry infrastructure and capabilities, combined with its experienced team, provides the engine that drives its partners programs to successful outcomes.",http://www.synterys.com/,"Collaboration, Pharmaceutical","Union City, California, United States",Synterys is a Bay Area medicinal chemistry and collaborative drug discovery,"2,129,586",,,,,,,,,,,,
Incipi,https://www.crunchbase.com/organization/incipi,2009-01-01,year,1-10,"Incipi is an online collaboration community that helps users manage their groups and projects. Incipi acts as your whiteboard, and can serve as your online workspace to share ideas, set schedules, and track projects. We strive to create a professional environment where users can collaborate by incorporating the latest technology in a free, easy to use setting. Whether you are looking to complete a single project or are in need of a creative software solution to run your business, Incipi can work for you.",http://www.incipi.com,"Cloud Computing, Collaboration, Project Management","Ann Arbor, Michigan, United States","Incipi offers an online collaboration community that enables its users to share ideas, create schedules, and track projects.","2,142,895",,,,,,,,,,,,
