Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
FCLOUDIT,https://www.crunchbase.com/organization/fcloudit,"FCLOUDIT is a technology startup specialized in IT with a wide range of solutions and services. Our portfolio is essentially based on the SPI model (SaaS, PaaS, IaaS) for optimization, consolidation, and reduction of overall IT costs, our main partners are Microsoft, VMware and Amazon. Our solutions and services include the consolidation and management of IT datacenters, Branding and management of social networks, remote support, Outsourcing, Web Design, SEO & Web hosting and software development. FCLOUDIT has representation in ATL-GA-US.","Cloud Computing, Cloud Infrastructure, Cloud Management, IT Management, SaaS, Software",http://www.fcloudit.com,"Lisbon, Lisboa, Portugal","FCloudIT offers a complete set of IT solutions and services based in the SPI model- IaaS, PaaS and SaaS, powered by AWS.","1,188,073",,,,,,,,,,,,,European Union (EU),Active,2014-07-14,day,,1-10,,,,,,
aiFIX,https://www.crunchbase.com/organization/aifix,"aiFIX is an IT company that provides cloud computing and IT services. Their cloud services include virtual private servers, software as a service, logo design, web hosting, and web design. Their IT services include IT outsourcing and structured cabling. Their services also include networking, system configuration, backup, software, and solution integration.","Cloud Computing, Information Technology, Software, Web Design",http://www.aifix.ro,"Bucharest, Bucuresti, Romania",aiFIX provides cloud computing and IT services.,"1,190,135",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,1-10,,,,,,
Astario,https://www.crunchbase.com/organization/astario,,"Cloud Computing, Information Technology, Software",https://astario.co.uk/,"Caerphilly, Caerphilly, United Kingdom","Astario designs cloud-based solutions for B2B, B2C, schools, public sector as well as private sector companies.","1,191,918",,,,,,,,,,,,,,Active,2017-01-01,year,,1-10,,,,,,
S3 TV Technology Ltd.,https://www.crunchbase.com/organization/s3-tv-technology-ltd,"S3 TV Technology that delivers consultancy, automated testing, service monitoring and diagnostic solutions to video service providers globally.","Cloud Computing, Internet",,"Dublin, Dublin, Ireland",S3 TV Technology Ltd. is a cloud-based automated testing platform and video consulting services.,"1,197,798",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,year,,,,,,,,
Abra Integration and Technology,https://www.crunchbase.com/organization/abra-integration-and-technology,"Abra Integration and Technology provides maintenance, consulting services, migration services, operation services, management services, managed services, and transfers. They support their clients in change processes, transforming IT to adapt to the new needs of their business. Their solutions include hybrid cloud, mobility, pay per use, network and communications, data center, virtualization solutions, security, disaster recovery, and comprehensive support.","Cloud Computing, Consulting, Data Center, Information Technology",http://abrait.net,"El Villar De Arnedo, La Rioja, Spain",Abra Integration and Technology is an IT services company.,"1,198,311",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,1-10,,,,,,
itcnet,https://www.crunchbase.com/organization/itcnet,,"Cloud Computing, Internet, IT Infrastructure, Software, Telecommunications",https://www.itcnet.ch,"Oberentfelden, Aargau, Switzerland","itcnet provides IT and telematics solutions, infrastructure, and cloud solutions.","1,200,688",,,,,,,,,,,,,,Active,2015-01-01,year,,11-50,,,,,,
Release42 Group,https://www.crunchbase.com/organization/release42-group,"Release42 Group assists in planning and implementing a successful secure digital transformation. Analyzing and strategizing, developing agile software solutions and operating scalable IT infrastructures are all processes prior to establishing a business strategy. The iterative change enables one to step into transformation processes whenever required.","Cloud Computing, Information Services, Information Technology, Software",https://www.r42.io/i,"Rostock, Mecklenburg-Vorpommern, Germany","Release42 Group provides companies with consulting, software development and multi-cloud solutions to support the digital transformation.","1,203,564",,,,,,,,,,,,,European Union (EU),Active,2019-01-01,year,,51-100,,,,,,
Appresso,https://www.crunchbase.com/organization/appresso-8c03,,"Apps, Cloud Computing, Software Engineering, Web Design",https://www.appresso.no/,"Oslo, Oslo, Norway","Appresso aims at advice, cloud, system integration, API, web design and application development solutions.","1,216,476",,,,,,,,,,,,,"Nordic Countries, Scandinavia",Active,2014-04-22,day,,11-50,,,,,,
Tenesys,https://www.crunchbase.com/organization/tenesys,"We provide high-quality cloud solutions to businesses. We have maintained and monitored over 1000 virtual systems and 500 hardware systems in a 24/7, 365 routine since 2015. We are cloud passionates so if you need help with migration, adaptation or optimization we are the best choice. THERE ARE SOME IMPORTANT FACTS ABOUT US: Ensuring that clients are always well-cared for during their cloud journey  Seven years in the market  Only the best qualified DevOps Engineers  The highest quality and security of service provision  WE SUPPORT OUR CLIENTS IN THE FOLLOWING AREAS. E-commerce - We ensure that online shopping businesses are always online by providing cloud services around the clock. Fintech - Monitoring the performance and security of their systems. Entertainment - providing very fast response times with a growing population of players. Scientific Research - safeguarding sensitive data. We assist Growing Businesses and Startups in flourishing in the market. OUR TECHNOLOGY STACK: AWS, Azure, Google Cloud Platform, Ubuntu, Debian, CentOS, Redhat, Linux, Kamailio, Opensips, Python, Logstash, ActiveMQ, Apache Tomcat, Kubernetes, Docker, OpenVZ, Proxmox, LXC, KVM, MySQL, Influxdb, Grafana, Redis, Varnish, Elasticsearch, NGINX, Haproxy, Apache, Ansible, OpsWorks, Terraform.","Cloud Computing, Cloud Infrastructure, Cloud Management, Information and Communications Technology (ICT), Information Services, Information Technology, IT Infrastructure, Private Cloud",http://tenesys.io,"Poznan, Wielkopolskie, Poland","Tenesys designs and maintains cloud and distributed systems for startups, e-commerce, and telco companies.","1,219,813",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,day,,11-50,,,,,,
Convectix,https://www.crunchbase.com/organization/convectix,Web 3.0 infrastructure for Universities and Ed Tech companies. Digital workspace that can be used from anywhere using pay as you go model.,"Cloud Computing, EdTech, Information Technology, Software",https://class.convectix.com/,"Riga, Riga, Latvia","Cloud Computing, WEB 3.0","1,223,662",,,,,,,,,,,,,European Union (EU),Active,2022-01-18,day,2,1-10,"Edmunds Blazevics, Kirills Parfjonovs",,,,,
blocz,https://www.crunchbase.com/organization/blocz,,"Big Data, Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Storage, Cryptocurrency, Data Storage, Internet, Private Cloud",https://blocz.io,"London, England, United Kingdom","blocz is Decentralising the Edge bringing cloud computing, data storage, networking and digital content closer to the users and locations.","1,226,528",,,,,,,,,,,,,,Active,2016-08-01,month,1,1-10,Lee Norvall,,,,,
Dynamo.video,https://www.crunchbase.com/organization/dynamo-video,Dynamo.video is a cloud platform that allows the personalization of digital advertising campaigns in video format. It was founded in 2017 and is based in Barcelona.,"Advertising, Cloud Computing, SaaS, Video Advertising",http://www.dynamo.video/,"Barcelona, Catalonia, Spain",Dynamo.video is a cloud platform that allows personalization of digital advertising campaigns in video format.,"1,229,005",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,1-10,,,,,,
Digital Dragons Global,https://www.crunchbase.com/organization/digital-dragons-global,"Digital Dragons Global provides aws define, aws design, aws develop, aws develop, cloud services, aws architect, ux design, user research, producing prototypes, agile and cloud technology, design, develop, deploy and defend aws technologies, web application security testing.","Cloud Computing, Consulting, Cyber Security, Digital Signage, Web Apps",https://digitaldragonsglobal.com,"Newcastle Under Lyme, Stoke-on-Trent, United Kingdom","Digital Dragons Global is a digital consultancy that provides AWS design, cloud technology consultancy, and cyber security solutions.","1,229,492",,,,,,,,,,,,,,Active,2015-01-01,year,,1-10,,,,,,
Bloxxone Digital,https://www.crunchbase.com/organization/bloxxone-digital,,"Cloud Computing, Consulting, Database, Information Technology, SaaS",https://bloxxone.azurewebsites.net,"München, Bayern, Germany","Bloxxone Digital is a SaaS, IT consulting, and cloud services company.","1,229,262",,,,,,,,,,,,,European Union (EU),Active,2016-01-01,year,,11-50,,,,,,
MediaRoom Solutions,https://www.crunchbase.com/organization/mediaroom-solutions,"MediaRoom Solutions, SL, it's a Tech Company.","Cloud Computing, Cloud Data Services, Media and Entertainment, Software",https://www.mediaroomsolutions.es,"León, Castilla y Leon, Spain",Software Development,"1,233,087",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,1,1-10,Carlos López González,,,,,
Commsco,https://www.crunchbase.com/organization/commsco,,"Cloud Computing, Mobile, Telecommunications",http://commsco.co.uk,"Oldbury, Sandwell, United Kingdom","Commsco is a telecommunications company that provides mobile connectivity, cloud solutions, and business internet services.","1,234,504",,,,,,,,,,,,,,Active,2014-01-01,year,,1-10,,,,,,
Francis North Group,https://www.crunchbase.com/organization/francis-north-group,,"Cloud Computing, Information Technology",https://www.francisnorthgroup.com,"Manchester, Manchester, United Kingdom",Francis North Group is an IT company that specializes in technology and engineering consultancy.,"1,235,493",,,,,,,,,,,,,,Active,2018-01-01,year,,11-50,,,,,,
Innovations ON,https://www.crunchbase.com/organization/innovations-on,,"Analytics, Cloud Computing, Consulting, Information Technology",https://innovations-on.com,"Ulm, Baden-Wurttemberg, Germany","Innovations ON specializes in cloud consulting, application development, training, and data analytics.","1,237,268",,,,,,,,,,,,,European Union (EU),Active,2018-01-01,year,,11-50,,,,,,
CloverDoc,https://www.crunchbase.com/organization/cloverdoc,"CloverDoc offers  document consulting, redesign of a documented process, document process reengineering, migration to the cloud, system integration, and cloud backup. They also offer document consulting and IT services, strategy, development, operations, infrastructure, and maintenance of document solutions.","Cloud Computing, Consulting, Digital Marketing, Document Management",https://cloverdoc.com,"Madrid, Madrid, Spain",CloverDoc offers cloud and documentary consulting services.,"1,240,853",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,1-10,,,,,,
Robots Go Mental,https://www.crunchbase.com/organization/robots-go-mental,"Robots Go Mental use our mental technology to help artificial intelligence companies train their deep learning models. We offer pre-trained machine learning agents and a platform for training such agents at scale. Deep learning necessitates large amounts of data. We solve that obstacle with our learning technology, providing a training platform and pre-trained learning agents purchasable from our agent store. Each agent has learned to efficientlly train deep-learning networks for a certain domain.","Artificial Intelligence, Cloud Computing, Machine Learning",https://robotsgomental.com/,"Frankfurt, Hessen, Germany",We make deep learning learn from small amounts of data. We offer pre-trained AI agents and a platform for training such agents at scale.,"1,242,731",,,,,,,,,,,,,European Union (EU),Active,2016-06-01,day,1,1-10,Danko Nikolic,,,,,
Keenata,https://www.crunchbase.com/organization/keenata,,"Cloud Computing, Information Technology, Software",https://www.keenata.com/,"Berlin, Berlin, Germany",Keenata is a software design studio created to help clients build and get the most out of their digital platforms.,"1,247,071",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,1-10,,,,,,
Estigiti,https://www.crunchbase.com/organization/estigiti,,"Artificial Intelligence, Cloud Computing, Consulting, Internet of Things",https://www.estigiti.com/#home,"Wroclaw, Dolnoslaskie, Poland","Estigiti is a software development company that provides edge AI, IoT, cloud data processing, and technology evaluation services to clients.","1,248,069",,,,,,,,,,,,,European Union (EU),Active,2019-01-01,year,,11-50,,,,,,
TimeStarter,https://www.crunchbase.com/organization/timestarter,,"Android, Cloud Computing, SaaS",https://www.timestarter.com,"Højby, Sjelland, Denmark",Cloudbased solution for time/expense tracking and online invoicing on the go.,"1,254,903",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2014-01-01,year,,1-10,,,,,,
EasyNube,https://www.crunchbase.com/organization/easynube,"EasyNube provides a software-driven, results-proven approach to managed cloud services through its managed IT services model. The company assists enterprises with software and infrastructure deployments. These services include Cloud Computing, Web Services, Cloud Marketing, and Robotics.","Cloud Computing, Cloud Management, Information Services, Information Technology",https://easynube.co.uk,"London, England, United Kingdom",EasyNube offers IT and cloud-management services.,"1,257,197",,,,,,,,,,,,,,Active,2014-01-01,year,,11-50,,,,,,
Solvepack,https://www.crunchbase.com/organization/solvepack,,"Cloud Computing, IT Management, Software, Software Engineering",https://www.solvepack.eu,"Augsburg, Bayern, Germany","Solvepack focuses on microsoft technologies, software development, IT consulting and cloud computing solutions.","1,261,226",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,1-10,,,,,,
Visual NLG,https://www.crunchbase.com/organization/visual-nlg,,"Cloud Computing, Computer, Software",https://visualnlg.com,"Aberdeen, Aberdeen City, United Kingdom",Visual NLG is a desktop and cloud-based software solution company.,"1,267,888",,,,,,,,,,,,,,Active,2019-01-01,year,,1-10,,,,,,
Uprizon,https://www.crunchbase.com/organization/uprizon,,"Big Data, Cloud Computing, CRM, Internet of Things, Marketing Automation, SaaS, Sales, Social Media",http://www.uprizon.com/,"Paris, Ile-de-France, France","Uprizon experience in SaaS consulting and implementation, mainly focused on Salesforce, successfully deliver transformation.","1,275,069",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,11-50,,,,,,
dataklub,https://www.crunchbase.com/organization/dataklub,,"Analytics, Cloud Computing, Consulting, Data Center, Information Services, Information Technology",https://dataklub.com,"Colombes, Ile-de-France, France",Dataklub specializes in big data and its mission is to provide data analysis and correlation.,"1,276,706",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,1-10,,,,,,
Newesis,https://www.crunchbase.com/organization/newesis,,"Cloud Computing, Consulting, Software Engineering",https://www.newesis.com/,"Torino, Piemonte, Italy","Newesis is an IT company that renders cloud and DevOPs engineering, project inception, architect and managed IT solutions.","1,279,170",,,,,,,,,,,,,European Union (EU),Active,2019-01-01,year,,1-10,,,,,,
Xappido,https://www.crunchbase.com/organization/xappido,,"Cloud Computing, Consulting, Software",https://xappido.com/,"Oberkirch, Luzern, Switzerland","Xappido is a software firm that offers software development, digital transformation, cloud computing, architecture and consulting services.","1,280,895",,,,,,,,,,,,,,Active,2014-01-01,year,,1-10,,,,32725657,USD,32725657
Doptim,https://www.crunchbase.com/organization/doptim,,"Artificial Intelligence, Cloud Computing, Data Visualization, Internet of Things",https://doptim.eu/,"Rennes, Bretagne, France","Doptim offers end-to-end IoT integration, data visualization, dashboard design, and cloud services as well as AI auditing services.","1,281,952",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,month,,1-10,,,,,,
SSO Holding Koge,https://www.crunchbase.com/organization/sso-holding-koge,,"Cloud Computing, Digital Marketing, Web Development",http://www.simplesolution.dk,"Køge, Sjelland, Denmark","SSO Holding delivers holistic digital solutions through consulting, execution, operations & support to create solutions based on businesses.","1,288,575",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2018-01-01,day,1,11-50,Mike Valencia,2,,,,
Qoders,https://www.crunchbase.com/organization/qoders,,"Analytics, Artificial Intelligence, Cloud Computing, Database, Developer Platform, Software",https://www.qoders.nl/,"Zoetermeer, Zuid-Holland, The Netherlands","Qoders specializes in custom software development, cloud hosting, data analytics and AI services for businesses.","1,289,648",,,,,,,,,,,,,European Union (EU),Active,2019-01-01,year,,1-10,,,,,,
Abicom.pro,https://www.crunchbase.com/organization/abicom-pro,,"Cloud Computing, Information Technology, Software, Technical Support, Web Hosting",https://www.abicom.pro/,"Denderleeuw, Oost-Vlaanderen, Belgium","Abicom.pro is an IT company that offers managed security, cloud applications, web hosting, online backup, software, and technical services.","1,307,320",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,1-10,,,,,,
EngageCRM,https://www.crunchbase.com/organization/engagecrm,,"Cloud Computing, CRM, Software",http://engagecrm.co.uk,"Swindon, Wiltshire, United Kingdom","EngageCRM consults in CRM service, hosting packages, and cloud solutions to its clients.","1,310,400",,,,,,,,,,,,,,Active,2014-01-01,day,,1-10,,,,,,
MirWare,https://www.crunchbase.com/organization/mirware,,"Cloud Computing, Information Technology, Software",https://www.mirware.com/,"Verona, Veneto, Italy",MirWare is an independent software company that provides business intelligence solutions to financial institutions.,"1,323,928",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,day,,1-10,,,,,,
Schedulino,https://www.crunchbase.com/organization/schedulino,,"Cloud Computing, Information Technology, Software",https://schedulino.com/,"Dublin, Dublin, Ireland",Schedulino is a provider of software for employee scheduling.,"1,330,044",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,day,,1-10,,,,,,
Thoplam,https://www.crunchbase.com/organization/thoplam,"As a dedicated GPU server provider, Thoplam offers affordable solutions for deep learning, image recognition and Natural Language Processing workflows. Company also provides solutions for animation rendering and video transcoding.","Animation, Artificial Intelligence, Cloud Computing, Image Recognition, Machine Learning, Natural Language Processing",https://www.thoplam.com/,"Ankara, Ankara, Turkey","Cloud GPU services for animation rendering, CV, NLP, and other deep learning applications.","1,328,473",,,,,,,,,,,,,,Active,2019-07-22,day,,1-10,,,,,,
TAP London,https://www.crunchbase.com/organization/tap-london,TAP London offers Adobe Experience Cloud and other marketing technology services. Their expertise in the Adobe Experience Cloud extends to the products that they offer for use with Adobe Campaign. The systems can be integrated into existing operations and are intended to improve and grow alongside their use of Adobe Campaign.,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Marketing",https://www.wearetaplondon.com/,"London, England, United Kingdom",TAP London is a firm that is an expert in marketing and technology services.,"1,335,448",,,,,,,,,,,,,,Active,2014-01-01,year,,11-50,,,,8091528,USD,8091528
Taidy,https://www.crunchbase.com/organization/taidy,"Taidy cloud is a cloud native, data driven development. The modern approach for digital transformation. They provide services end-to-end solutions for data, from data collection of any data source to smart analytics and progressive applications. From IoT Devices, Databases or Data Warehouses . Ingest data in real time with maximum scalability. Automate algorithms and unleash the full potential of data with production ready analytics and AI. Build a complete and integrated data architecture. Give visibility to the data in organisation and empower talent. Get the most of data with the right insight at the right time, intuitive visualizations and smart apps.","Analytics, Cloud Computing, Cloud Data Services, Information Technology, Machine Learning",https://taidy.cloud/,"Albacete, Castilla-La Mancha, Spain",Taidy is a cloud and data consulting firm.,"1,337,261",,,,,,,,,,,,,European Union (EU),Active,2019-01-01,year,,1-10,,,,,,
C2Tech,https://www.crunchbase.com/organization/c2tech,,"Cloud Computing, Information Technology, Security, Software",https://c2tech.it/,"Rivalta Scrivia, Piemonte, Italy","C2Tech provides IT security, local networks design, system assistance, data recovery, management software, Office 365, and cloud services.","1,337,650",,,,,,,,,,,,,European Union (EU),Active,2019-03-18,day,,1-10,,,,,,
Oaktree Group,https://www.crunchbase.com/organization/oaktree-group,,"Cloud Computing, Internet of Things",https://www.oaktreegroup.nl/,"Zaandam, Noord-Holland, The Netherlands","Oaktree Group is an IT firm that offers networking, security, application development, ICT, unified communication and data center solutions.","1,338,024",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,101-250,,,,,,
Search4Solutions,https://www.crunchbase.com/organization/search4solutions,,"Cloud Computing, Consulting, Software",http://www.search4solutions.nl,"Utrecht, Utrecht, The Netherlands","Search4Solutions is a software solution provider that values trust, transparency, mental safety, and meaning in the work you do.","1,339,649",,,,,,,,,,,,,European Union (EU),Active,2016-01-01,year,,11-50,,,,,,
Leogrid,https://www.crunchbase.com/organization/leogrid,,"Cloud Computing, Telecommunications, VoIP",https://www.leogrid.com,"Chatou, Ile-de-France, France","Leogrid is a telecommunication company that offers analytics, monitored, telephony, cloud contact center, and mobility solutions.","1,348,386",,,,,,,,,,,,,European Union (EU),Active,2016-01-01,year,,11-50,,,,,,
Stolos,https://www.crunchbase.com/organization/stolos,,"Cloud Computing, Consulting, Software",https://stolos.io/,"Athens, Attiki, Greece","Stolos offers companies with fast, scalable remote environments that work with developers and provide a cloud-based software platform.","1,356,742",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,day,,11-50,,,,,,
OnLegal,https://www.crunchbase.com/organization/onlegal,"OnLegal is your online, ondemand, legal department.  OnLegal is the ONLY Platform that brings together everything Legal a Small to Medium Sized Business may need. Quickly Hire Expert Lawyers, manage your work from End-to-End with our CaseBuilder & Discover unique Legal Apps that extend functionality.","Cloud Computing, Internet, Legal",http://on.legal,"London, England, United Kingdom",OnDemand Legal Services & Apps for SMEs,"1,358,366",,,,,,,,,,,,,,Active,2015-10-01,day,2,11-50,"David Fountaine, Gunish Rai Chawla",,,,,
Fonzer,https://www.crunchbase.com/organization/fonzer,,"Cloud Computing, Information Technology, Telecommunications",https://fonzer.com,"Kontich, Antwerpen, Belgium",Fonzer is a cloud communications platform that centralizes your telephony environment and simplifies its management.,"1,369,853",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,year,,1-10,,,,,,
ScaleSquad,https://www.crunchbase.com/organization/scalesquad,"ScaleSquad is a cloud transformation.  Their service includes cloud, managed services, azure, Conseil,  DevOps, Migration, business case, automation. to make agile, flexible, and creative supporting in the adoption of new generation services and technologies cloud, automation, robotics, big data, internet of things, human machine Interaction.","Cloud Computing, Consulting, Information Technology, Management Consulting",https://scalesquad.io,"Nanterre, Ile-de-France, France",ScaleSquad is an information technology and service.,"1,373,898",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,year,,51-100,,,,,,
AGAIN,https://www.crunchbase.com/organization/again-3ff7,"AGAIN provides technological strategies. Their services include technical assistance, projects by objectives, specialized centers, and managed services. They provide IT outsourcing services.","Cloud Computing, Information Technology, Outsourcing, Technical Support",https://www.iteriam.es,"Madrid, Madrid, Spain",AGAIN accompanies digital projects and provides digital transformation solutions.,"1,381,579",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,51-100,,,,27366979,USD,27366979
Blue Dragon |,https://www.crunchbase.com/organization/blue-dragon-f599,,"Advertising, Cloud Computing, Marketing",http://www.blue-hosting.nl,"Eindhoven, Noord-Brabant, The Netherlands","Blue Dragon offers smart strategies, remarkable concepts, creative design & promising activation at the brand & campaign level.","1,386,799",,,,,,,,,,,,,European Union (EU),Active,2018-03-02,day,,1-10,,,,,,
Lunardesk,https://www.crunchbase.com/organization/lunardesk,Lunardesk is a Portuguese Cloud start-up that connects Cloud PCs to IT management platform for Small & Medium size enterprises.,Cloud Computing,https://lunardesk.io,"Lisbon, Lisboa, Portugal",We automatize IT departments using Cloud PCs,"1,390,328",,,,,,,,,,,,,European Union (EU),Active,2022-01-27,day,1,1-10,André Oliveira,,,,,
SK Cloud,https://www.crunchbase.com/organization/sk-cloud,,"Cloud Computing, Information Technology, Web Development",https://www.sktechsolutions.co.uk,"Bromley, Bromley, United Kingdom","SK Cloud is an IT company that specializes in cloud computing, web development, app development, analytics, and AWS services.","1,393,895",,,,,,,,,,,,,,Active,2019-01-01,year,,1-10,,,,,,
Geonda,https://www.crunchbase.com/organization/geonda,,"Cloud Computing, E-Commerce",https://geonda.gmbh/,"Wiener Neustadt, Niederosterreich, Austria",Geonda provides professional solutions for modern e-commerce problems.,"1,399,666",,,,,,,,,,,,,European Union (EU),Active,2019-01-01,year,,1-10,,,,,,
Nodeship,https://www.crunchbase.com/organization/nodeship,,"Cloud Computing, Information Services",http://www.nodeship.com,"London, England, United Kingdom",Nodeship is a managed cloud computing platform.,"1,400,084",,,,,,,,,,,,,,Active,2017-01-01,day,1,,Shubhankar K.,,,,,
Hurryman,https://www.crunchbase.com/organization/hurryman,"Hurryman provides Cybersecurity, Cloud, and Data candidates with competitive recruitment opportunities on the market. Advising their clients to attract talent. Provide a complimentary offer to recruitment to support the operational needs of their customers.","Cloud Computing, Cyber Security, Information Technology, Software",https://hurryman.fr,"Paris, Ile-de-France, France","Hurryman provides cybersecurity, cloud, data, and AI recruitment services.","1,401,017",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,year,,1-10,,,,,,
Mor-Tech Computing Services,https://www.crunchbase.com/organization/mor-tech-computing-services,,"Cloud Computing, Computer, Information Technology, IT Infrastructure, Web Development",https://www.mor-tech.co.uk/,"Ipswich, Suffolk, United Kingdom",Mor-Tech is an IT support & consultancy firm that offers anything from a simple PC/Laptop repair to a complete bespoke network installation.,"1,404,893",,,,,,,,,,,,,,Active,2015-01-01,year,,1-10,,,,,,
Effco Software,https://www.crunchbase.com/organization/effco-software,,"Blockchain, Cloud Computing, Desktop Apps, Mobile Apps",https://effco.net/,"Blanchardstown, Dublin, Ireland","Effco Software is a software development company that offers cloud, IoT, blockchain, integrations, web, desktop, and mobile apps.","1,409,488",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,year,,1-10,,,,,,
IDX,https://www.crunchbase.com/organization/idx-853b,,"Cloud Computing, Information Technology, Internet of Things",https://www.idxitaly.com,"Trieste, Friuli-Venezia Giulia, Italy","IDX offers companies with digital transformation through system integration, cloud, web e mobile, and internet of things.","1,424,782",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,,,,,,,
McBit,https://www.crunchbase.com/organization/mcbit,,"Business Intelligence, Cloud Computing, Information Technology, Security",http://www.mcbit.es,"Aviá, Catalonia, Spain","McBit provides programming, security, maintenance, cloud computing, business intelligence, and technical consultation services.","1,425,298",,,,,,,,,,,,,European Union (EU),Active,2016-10-01,day,,1-10,,,,,,
Coderty,https://www.crunchbase.com/organization/coderty,"Coderty is a development company that offers strategic consulting, project management, cloud computing, digital kits, web, platforms, hybrid, PWA, and mobile development services. The company uses the latest technology, analytics data, research tools, and methodology to provide various development services to clients.","Cloud Computing, Consulting, Project Management, Web Development",https://coderty.com,"Almería, Andalucia, Spain","Coderty provides strategic consulting, project management, cloud computing, web, platforms, hybrid, PWA, and mobile development services.","1,427,372",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,2,1-10,"Carlos Carmona Alcántara, Álvaro A. Quirós",,,,,
Digitalessen,https://www.crunchbase.com/organization/digitalessen,"Digitalessen provides digital marketing, web design, wordpress, email marketing, social media, copywriting, social networks, content writing, SEO , google analytics, and ecommerce .For online enquires contact email and phone numbers are available on their websites.","Cloud Computing, Digital Marketing, E-Commerce",https://digitalessen.com,"Madrid, Madrid, Spain",Digitalessen provides marketing and digital communication for restaurant business.,"1,431,527",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,1-10,,,,,,
Vizniti Solutions,https://www.crunchbase.com/organization/vizniti-solutions,,"Big Data, Blockchain, Cloud Computing, Consulting, Cyber Security, Internet of Things",https://www.vizniti.com/,"London, England, United Kingdom",Vizniti Solutions offers decentralized cloud storage and processing platform and provides technology consulting services.,"1,440,993",,,,,,,,,,,,,,Active,2020-01-01,year,,11-50,,,,,,
Teatro.io,https://www.crunchbase.com/organization/teatro-io,"All those, who is working on the web projects, use the test server (stages) for testing. The more the project team, the greater they need to have a test server, because the number of both developed features increases. But the number of stage servers is always a fixed amount, and they are constantly lacking. In many cases, there is an internal development teams competing for the test server. Everyone needs something to lay out, test and demonstrate a feature to his manager right now and do not want to wait for turn. Plus, someone has to constantly monitor the test servers and serve them instead of developing the project. Teatro.io - automatic test server in the cloud. Teatro.io raises dedicated cloud stage server for each pull request on Github and write a comment with, providing the link. There is nothing to deploy, just make push to the branch - Teatro automatically lays out the changes on the stage, created specially for this branch. By default, the stage server is removed, if within 30 minutes it was never used. However, the developer can always re-visit the stage through a unique link and it will start again in a few seconds. For charging has meaning only number of parallel test servers. Add all your projects in Teatro.io and launch stage servers when you want.  Thus: - You have a personal stage server under each feature (No one is waiting for the free stage) - You do not deploy. All deployed automatically - You do not need to have your own equipment and hire system administrators - Teatro supports Rails/PHP/Python - It works with GitHub, GitLab (BitBucket will be added soon) Well, in the end - it's just convenient. We provide free accounts for the beta test — just sign up and write me at alexey@teatro.ru or support@teatro.io with the words ""want to be beta testers."" If you have any problems or suggestions, you can also write me at alexey@teatro.io.","Cloud Computing, SaaS, Software, Test and Measurement, Web Development",https://teatro.io/,"Moscow, Moscow City, Russian Federation",Teatro.io - automatic test server in the cloud. Teatro.io raises dedicated cloud stage server for each pull request on Github.,"1,444,934",,,,,,,,,,,,,,Active,2014-02-01,day,,1-10,,,,,,
