Name	Description	Location	Employees	Type	Website	Rank	Founded Date	Operating Status	Company Type	Contact Email	Headquarters Regions	Legal Name	Phone Number	Founders	Funding	Last Funding Type	Also Known As	Hiring	Stock Symbol	Sub-Organization of	Venture Info 1	Venture Info 2	Investor Type	Investment Stage	Related Hubs	Accelerator Program Type	Hub Tags	Industry 1	Industry 2	Industry 3	Industry 4	Industry 5	Industry 6	Industry 7	Industry 8	Industry 9	Industry 10	Industry 11	Industry 12	Industry 13	Industry 14	Industry 15	Industry 16	Industry 17	Industry 18	Industry 19	Industry 20	Industry 21	Industry 22	Industry 23	Industry 24	Industry 25	Industry 26	Industry 27	Industry 28	Industry 29	Industry 30	Industry 31	Industry 32	Industry 33	Industry 34	Industry 35	Industry 36	Industry 37	Link 1	Link 2	link_3	PP URL
webplus-agency	WebPlus Agency builds websites that convert by entrusting them with the creation of the website it will invest in.	Nîmes, Languedoc-Roussillon, France	1-10	Private	webplus.agency	1,363,254		Active	For Profit		European Union (EU)	WebPlus Agency	0 805 690 960															Advertising	Communications Infrastructure	Internet	Web Apps	Web Design	Web Development																																https://www.facebook.com/webplusagence/	https://www.linkedin.com/company/website-builder-com		https://seo.webplus.agency/privacy-policy/
web-premiere	Web Premiere is a web and mobile agency specializing in the creation of showcase websites, e-commerce, B2B platforms & mobile applications.	Castres, Aquitaine, France	1-10	Private	www.web-premiere.fr	1,241,127	2013	Active	For Profit	info@web-premiere.fr	European Union (EU)		+33 5 63 79 22 06															E-Commerce	Internet	Mobile Apps	Web Apps	Web Development																																	https://www.facebook.com/webpremiere/	https://www.linkedin.com/company/web-premiere/?originalSubdomain=fr	https://www.twitter.com/web_premiere	
webratio	Model-driven low code software development platform based on OMG standard IFML.	Milano, Lombardia, Italy	11-50	Private	www.webratio.com	399,307	2001	Active	For Profit	contact@webratio.com	European Union (EU)																	Developer Platform	Enterprise Software	Web Apps																																			https://www.facebook.com/webratioteam/	https://www.linkedin.com/company/webratio	https://twitter.com/WebRatioTeam	https://www.webratio.com/site/content/en/privacy-policy
web-revolution-1739	Web Revolution provides services in the framework of creating and supporting the operation of online applications.	Hostivar, Hlavni mesto Praha, Czech Republic	11-50	Private	www.web-revolution.cz	1,655,589	2008	Active	For Profit	info@web-revolution.cz	European Union (EU)	Web Revolution s.r.o.	+420 773 656 701															Graphic Design	Marketing	Social Media Marketing	Web Apps	Web Design	Web Development																																https://www.facebook.com/WebRevolution.cz/	https://www.linkedin.com/company/web-revolution-s.-r.-o./	https://twitter.com/webrevolutioncz	
webrex	Webdesign, Webentwicklung, Grafikdesign	Klagenfurt, Karnten, Austria	1-10	Private	www.webrex.at/	1,033,284	Jan 1, 2019	Active	For Profit	office@webrex.at	European Union (EU)	Webrex OG	+43 6602081993				Webrex											Graphic Design	Web Apps	Web Design	Web Development	Web Hosting																																	https://www.facebook.com/WebrexOG/			
webrunes	We are the team of freelancers specializing in various IT fields and other areas of expertise that are developing WRIO Internet OS platform	London, England, United Kingdom	1-10	Private	wr.io	133,525	Sep 22, 2010	Active	For Profit	info@webrunes.com		webRunes LTD.		Alexey Anshakov	Pre-Seed	Pre-Seed												Artificial Intelligence	Big Data	Blockchain	Cryptocurrency	Information Technology	Internet	Semantic Web	Web Apps	Web Browsers	WebOS																												https://www.facebook.com/webRunes/	https://www.linkedin.com/company/webrunes	https://twitter.com/webRunes	https://wr.io/privacy
website-monitoring	Super Monitoring is a website monitoring company that builds systems that monitors websites, blogs, online stores, and web applications.	Warsaw, Mazowieckie, Poland		Private	www.supermonitoring.com	1,171,235	1998	Active	For Profit		European Union (EU)		48 22 2195800				Website Monitoring											Internet	Software	Web Apps	Web Hosting																																		https://www.facebook.com/website.monitoring	https://twitter.com/supermonitoring		https://www.supermonitoring.com/p/privacy-policy
websix	websix is a development and web company.	Backnang, Baden-Wurttemberg, Germany	1-10	Private	www.websix.de	749,826	2011	Active	For Profit	info@websix.de	European Union (EU)	websix GmbH	+49 7191 496222															Professional Services	UX Design	Web Apps	Web Design	Web Hosting																																	https://www.linkedin.com/company/websix-gmbh/			
webspellchecker	WebSpellChecker is a spell and grammar check solutions for a list of languages that can be easily integrated with web app.	Kharkiv, Sums'ka Oblast', Ukraine	11-50	Private	webspellchecker.com	1,067,958	2016	Active	For Profit	info@webspellchecker.net		WebSpellChecker	+1 917 259-10-71															Natural Language Processing	Software	Web Apps																																			https://www.facebook.com/webspellchecker	https://www.linkedin.com/company/webspellchecker	https://twitter.com/SpellCheckerNet	https://webspellchecker.com/blog/2018/05/26/updates-to-our-privacy-policy-and-terms-of-service/
websteen	Websteen offers website design, smart web applications & effective online marketing campaigns for clients.	Blaricum, Noord-Holland, The Netherlands	11-50	Private	www.websteen.nl	1,293,569	2005	Active		info@websteen.nl	European Union (EU)		035-525-1676															Advertising	Digital Marketing	Web Apps	Web Design	Web Development																																	https://www.facebook.com/Websteen.nl	https://www.linkedin.com/company/websteen.nl---webdesign	https://www.twitter.com/Websteen	
web-studio-b5e4	Web studio specializes in advertising, search engine optimization, internet, web design, web apps and payment services.	Rijeka, Licko-Senjska, Croatia	1-10	Private	www.webstudio.hr	1,335,763		Active	For Profit	webstudio@webstudio.hr	European Union (EU)		385-51-269 131															Advertising	Internet	Web Apps	Web Design																																		https://www.linkedin.com/company/web-studio-internet-solution-provider/			
web-tec-factory	Web Tec Factory is an internet company based in Reading, Berkshire.	Reading, Reading, United Kingdom	1-10	Private	www.webtecfactory.com/	1,953,015		Active	For Profit	info@webtecfactory.com			0118 976 6400															Internet	Web Apps	Web Development																																			https://www.facebook.com/Igentics/			
webtify	Webtify deals with website subscriptions, webshop subscriptions, online advertisements, SEO, SEA and online marketing.	Rotterdam, Zuid-Holland, The Netherlands	11-50	Private	webtify.nl/	502,596	Jun 3, 2016	Active	For Profit	info@webtify.nl	European Union (EU)		+31-103074133															Advertising	E-Commerce	Marketing	SEO	Web Apps																																	https://www.facebook.com/webtifyHQ/	https://www.linkedin.com/company/webtifynl/		https://skillcycling.dev1.webtify.nl/privacy-policy/
webtop-media	Webtop media is an agency that offers services from web apps, websites, content management, SEO, site analysis, to hosting.	Dortmund, Nordrhein-Westfalen, Germany	1-10	Private	www.webtop.de	790,320	Jan 1, 1998	Active	For Profit	info@webtop.de	European Union (EU)		49-231-96139000															SEO	Web Apps	Web Hosting																																						
webtuna	WebTuna provides performance and usage analytics for web sites, web applications, and intranets.	London, England, United Kingdom		Private	www.webtuna.com/	1,498,934		Active	For Profit	info@webtuna.com			44 (0)330 3230571															Analytics	Software	Web Apps																																			https://www.facebook.com/WebTuna-1634113169984619/	https://twitter.com/WebTunaSoftware		https://www.webtuna.com/privacy-policy/
webuildapps	Specialized in developing custom native apps	Alkmaar, Noord-Holland, The Netherlands	11-50	Private	webuildapps.com	390,797	Oct 16, 2009	Active	For Profit	hello@webuildapps.com	European Union (EU)		+31 72 303 0372	Marco de Waard														Android	App Discovery	Enterprise Applications	Enterprise Software	iOS	Mobile Apps	Software Engineering	Web Apps																														https://www.facebook.com/webuildapps	https://www.linkedin.com/company/webuildapps	https://www.twitter.com/webuildapps	https://webuildapps.com/privacy-policy
webvalley	Webvalley is a web app development firm that helps companies automate their digital business, resolve tech challenges and optimize revenue.	Ostrava, Moravskoslezsky kraj, Czech Republic	11-50	Private	www.webvalley.cz/	882,026	2012	Active	For Profit	we@webvalley.cz	European Union (EU)	Webvalley s.r.o	+420 732 270 080															Software	Web Apps	Web Development																																			https://www.facebook.com/webvalley	https://www.linkedin.com/company/webvalley/	https://twitter.com/webvalleyagency	
webwand	WebWand is a web design, consulting and application development company.	Kettering, Nottinghamshire, United Kingdom	1-10	Private	www.webwand.com	1,699,135	2001	Active	For Profit			WebWand Limited	+44 302 239 0312															Web Apps	Web Design	Web Development																																						
webwave-c3aa	webwave is a web solutions provider offering web design, e-commerce, and web development.	Saint Gallen, Sankt Gallen, Switzerland	1-10	Private	www.webwave.ch	1,029,246	2015	Active	For Profit	info@webwave.ch		webwave GmbH.	+41 71 508 20 65															SaaS	Software	Web Apps	Web Design	Web Development																																				
web-works	WEB-WORKS specializes in building websites based on object orientated database (OODB).	Makkum, Friesland, The Netherlands		Private	www.web-works.nl	2,000,501		Active	For Profit		European Union (EU)		0515 232611															Information Technology	Web Apps	Web Development																																						
weby	WEBY offers programming services in the field of front-end development and back-end development.	Warsaw, Mazowieckie, Poland	1-10	Private	www.weby.pl	1,166,939	2010	Active	For Profit	info@weby.pl	European Union (EU)	WEBY Sp. z o.o.	+48 22 250 17 75															Advice	Consulting	Information Technology	Web Apps	Web Design																																	https://www.facebook.com/WEBY-318250148193761/	https://www.linkedin.com/company/weby/		
wedevise	WeDevise offers web design, programming websites, CRM services, webshops and web applications for complex marketing problems.	Eindhoven, Noord-Brabant, The Netherlands	1-10	Private	wedevise.nl	1,890,507	2015	Active	For Profit	info@wedevise.nl	European Union (EU)		+31 40 304 0044															CRM	Software	Web Apps	Web Design																																		https://www.facebook.com/wedevisenl/	https://www.linkedin.com/company/wedevise/	https://twitter.com/wedevisenl?	
wedextim	WEDEXTIM is a software company.	Minsk, Minsk, Belarus	51-100	Private	wedextim.by	694,509	2019	Active	For Profit	info@wedextim.by		WEDEXTIM LLC	+375 29 607 94 57															Mobile Apps	Software	Software Engineering	Web Apps																																		https://www.linkedin.com/company/wedextim			
wedia-20ae	Wedia specializes in the design and development of demanding Web and eCommerce applications.	Maroúli, Evvoia, Greece		Private	www.wedia.gr/	1,138,730		Active		info@wedia.gr	European Union (EU)		+30 210 2205070															E-Commerce	Information Services	Information Technology	Web Apps																																		https://www.facebook.com/Wedia.gr/	https://www.linkedin.com/company/wedia_3/	https://twitter.com/wediagr	https://www.wedia.gr/en/terms-of-use-and-privacy-policy
weerdenburg-web-works	Weerdenburg Web Works is a software and web development company.	Heesch, Noord-Brabant, The Netherlands	1-10	Private	www.weerdenburg.nl/	1,607,454	2000	Active	For Profit	info@weerdenburg.nl	European Union (EU)	Weerdenburg Web Works	+31 0 412 450 001															Software	Web Apps	Web Design	Web Development																																		https://www.facebook.com/weerdenburg.webworks.58	https://www.linkedin.com/company/weerdenburg-web-works/		
weezic	Weezic created a new web-based interactive sheet music standard: Augmented Sheet Music ®. https://vimeo.	Paris, Ile-de-France, France	1-10	Private	weezic.com	134,707	Jul 5, 2011	Active	For Profit	contact@weezic.com	European Union (EU)		33 1 84 16 72 21	Nicolas Arbogast	Seed	Seed												EdTech	Music	Web Apps																																			https://www.facebook.com/weezic	https://www.linkedin.com/company/weezic	http://twitter.com/weezic	
welldgl	WellD offers customized software solutions such as web development, designing complex software architecture, web application and consulting.	Lugano, Ticino, Switzerland	11-50	Private	www.welld.ch	1,615,387	Jan 1, 2008	Active	For Profit	info@welld.ch			41-919212108															Software	Web Apps	Web Development																																			https://www.facebook.com/welldsagl/	https://www.linkedin.com/company/welld/	https://twitter.com/welldofficial	
wemuda	wemuda is a software development bureau offers digital solutions.	Copenhagen, Hovedstaden, Denmark	1-10	Private	www.wemuda.com	632,660	2016	Active	For Profit	info@wemuda.com	European Union (EU), Nordic Countries, Scandinavia	wemuda ApS.	+45 27 30 33 09															Enterprise Software	Mobile Apps	Software	UX Design	Web Apps																																	https://www.facebook.com/wemudaofficial	https://www.linkedin.com/company/wemuda/	https://twitter.com/wemudaofficial	
wendweb	Wendweb provides digital strategy, developing digital applications, web analysis, SEO, web design, and branding services.	Hanover, Niedersachsen, Germany	11-50	Private	www.wendweb.de	1,555,314	2000	Active	For Profit	info@wendweb.de	European Union (EU)	Wendweb GmbH	+49 (0)511 - 55 47 46-0															SEO	Web Apps	Web Design																																			https://www.facebook.com/wendweb	https://www.linkedin.com/company/wendweb/	https://twitter.com/wendweb_gmbh	
wepsaid	wepsaid focuses on the technical development of websites, webshops, and applications.	Apeldoorn, Gelderland, The Netherlands	1-10	Private	www.wepsaid.nl/	755,888	Jan 1, 2010	Active	For Profit	INFO@WEPSAID.NL	European Union (EU)		06 15 36 63 70	Pieter Schreuder														Information Technology	Web Apps	Web Development																																			https://www.linkedin.com/company/wepsaid---internet-services	https://twitter.com/wepsaid		
werdia	Werdia is a customer-centric firm that provides value-creating software solutions based on cloud and Microsoft technologies.	Espoo, Southern Finland, Finland	1-10	Private	www.werdia.fi/	1,709,229	2000	Active	For Profit		European Union (EU), Nordic Countries, Scandinavia	Werdia Oy	+358 20 7559670															Cloud Management	Database	Software	Web Apps																																		https://www.facebook.com/WerdiaOy/	https://www.linkedin.com/company/werdia-oy/	https://twitter.com/werdia_finland?lang=en	
werratalmedia	Werratalmedia provides web designing and web hosting services.	Breitungen, Thuringen, Germany	1-10	Private	www.werratalmedia.de	1,822,864	Jan 1, 2002	Active	For Profit	hotline@werratalmedia.de	European Union (EU)		49-368-484-0393															Web Apps	Web Development	Web Hosting																																			https://www.facebook.com/Werratalmedia/			
wesec-ab	Wesec AB is located in Karlstad, Värmland, Sweden and is part of the Managed Application & Network Services Industry.	Karlstad, Varmlands Lan, Sweden	1-10	Private	www.wesec.se/	1,554,358	Dec 15, 2010	Active	For Profit		European Union (EU), Nordic Countries, Scandinavia	Wesec AB	46727278760															Web Apps																																					https://www.facebook.com/wesecab/			
we-talk-it	We Talk IT combines a passion for client satisfaction, technology innovation, deep industry and business process expertise.	London, England, United Kingdom	1-10	Private	www.wetalkit.co.uk/	844,651		Active	For Profit	info@wetalkit.co.uk			1273.68899															Cloud Computing	Web Apps	Web Design																																						https://www.wetalkit.co.uk/privacy-policy.html
wetalkive	WeTalkive provides mobile apps (both hybrid and native apps), websites, web apps, desktop apps and APIs.	Zwolle, Overijssel, The Netherlands	1-10	Private	www.wetalkive.com	1,212,703		Active	For Profit	info@wetalkive.com	European Union (EU)		+31 6 42 48 97 47	Emir Zeylan, Jelle van Lith														Apps	Desktop Apps	Mobile Apps	Software	Web Apps																																	https://www.facebook.com/wetalkive	https://www.twitter.com/WeTalkive		
weweb	WeWeb is a low-code front-end builder.	Paris, Ile-de-France, France	1-10	Private	www.weweb.io/	25,428	2017	Active	For Profit	contact@weweb.io	European Union (EU)	WEWEB SAS		Florian Briou, Marc Fabre, Raphael Goldsztejn	Seed	Seed												Information Technology	SaaS	Software	Web Apps	Web Development																																	https://www.facebook.com/weweb.io/	https://www.linkedin.com/company/weweb-io/	https://twitter.com/weweb_io	https://www.weweb.io/privacy-policy
wezeo	WEZEO is a progressive software company / software house, which is creating web and mobile applications.	Bretislav, Plzensky kraj, Czech Republic	11-50	Private	www.wezeo.com/	737,349	2013	Active	For Profit	info@wezeo.com	European Union (EU)	WEZEO s.r.o.	+421 904 113 114															Mobile Apps	Software	UX Design	Web Apps																																		https://www.facebook.com/wezeo.sk	https://www.linkedin.com/company/wezeo/		
whatwedo-gmbh	whatwedo GmbH is a software studio from Bern, which develops individual web applications and software based on modern technologies.	Bern, Bern, Switzerland	11-50	Private	www.whatwedo.ch/	1,508,714	2008	Active		welove@whatwedo.ch			41 31 511 26 26															Internet of Things	Software	Web Apps	Web Development																																		https://www.linkedin.com/company/whatwedo-ch/	https://www.twitter.com/@whatwedo		
when-it-matters	When It Matters is a web business development company.	Guildford, Surrey, United Kingdom		Private	www.when-it-matters.com/	1,857,249		Active	For Profit																			Web Apps	Web Design	Web Development																																						
whirlwind-internet	Whirlwind is an internet agency that develops a variety of internet services, including websites and web hosting.	Uden, Noord-Brabant, The Netherlands	1-10	Private	www.whirlwind.nl/	1,301,601	2000	Active	For Profit	info@whirlwind.nl	European Union (EU)		+31-413352632				Digibytes Internet											Internet	Web Apps	Web Hosting																																			https://www.facebook.com/whirlwindinternet	https://www.linkedin.com/company/whirlwind-internet/	https://twitter.com/whirlwind_nl	
whitehats	WhiteHats deals in IT, web and network security, and Pentests for online applications.	Eindhoven, Noord-Brabant, The Netherlands	1-10	Private	www.whitehats.nl	1,555,696	Dec 3, 2013	Active	For Profit	info@whitehats.nl	European Union (EU)		31-407440262															Cyber Security	Network Security	Web Apps																																			https://www.linkedin.com/company/whitehats-b.v./			
whoosnap-25dc	Whoosnap is an online platform that supports photographers and videographers to create and share content in real-time with other media.	Roma, Lazio, Italy	1-10	Private	www.whoosnap.com	764,246	2014	Active	For Profit	info@whoosnap.com	European Union (EU)	Whoosnap Srl																Information Technology	Internet of Things	Mobile Apps	Web Apps																																		https://www.facebook.com/Whoosnap/?brand_redir=551328638300121	https://www.linkedin.com/company/whoosnap/	https://twitter.com/Whoosnap	
why-fa92	&why is a digital agency that specializes in digital-driven branding, web-experiences, and connected ecosystems.	Munich, Bayern, Germany	11-50	Private	why.de	518,244	2010	Active	For Profit	contact@why.de	European Union (EU)	&why GmbH	49-89-2154860-0															Advertising	Augmented Reality	Brand Marketing	Digital Marketing	Information Technology	Product Design	Virtual Reality	Web Apps	Web Design	Web Development																												https://www.facebook.com/andwhyagency	https://www.linkedin.com/company/andwhy		https://why.de/de/privacy-policy/
wiberg-solutions	Wiberg Solutions provides web-application development, consulting, and support services.	Hallbergmoos, Bayern, Germany	11-50	Private	www.wiberg-solutions.com	2,074,126	2001	Active	For Profit	office@wiberg-solutions.com	European Union (EU)	Wiberg Solutions GmbH	0811-999-390															Consulting	Information Technology	Web Apps																																						
wi-consultant	WI Consultant provides computer software, analysis, training, business management, web, and mobile application development services.	Commes, Basse-Normandie, France	1-10	Private	www.wiconsultant.com	1,865,927	May 12, 2012	Active	For Profit	contact@wiconsultant.com	European Union (EU)		+33-023-122-0544															Mobile Apps	Software	Training	Web Apps																																					
wideopenspace	Wideopenspace provides web design, web and app development services.	Dundee, Dundee City, United Kingdom	1-10	Private	wideopenspace.co.uk/	853,598	Sep 13, 2000	Active	For Profit	enquiries@wideopenspace.co.uk			44-1382 204764															Information Technology	Web Apps	Web Design																																			https://www.facebook.com/SYPO.UK/			
widgefy	Interactive widgets in a form of calculator to help small/medium businesses achieve higher conversion rates on commercial landing pages.	Brovary, Ternopil's'ka Oblast', Ukraine	1-10	Private	widgefy.io	1,186,962	2017	Active	For Profit	support@widgefy.io			+19299995752				Widgefy.io											Web Apps																																					https://www.linkedin.com/in/alexander-pinchuk-55ba7a49			
widgilabs	WidgiLabs is a company specialized in WordPress based solutions.	Lisboa, Lisboa, Portugal	1-10	Private	widgilabs.com/	884,413		Active	For Profit	contact@widgilabs.com	European Union (EU)		+351216066960															Developer Tools	Enterprise Software	Web Apps																																			http://www.facebook.com/WidgiLabs	http://www.linkedin.com/company/1418287	http://twitter.com/widgilabs	
widigital	Widigital is an information technology service provider.	Plaisir, Ile-de-France, France	11-50	Private	www.widigital-group.com	2,097,839	2017	Active	For Profit	contact@widigital-group.com	European Union (EU)	WIDIGITAL GROUP	+33  01 86 95 46 66															Consulting	Information Technology	Software Engineering	Web Apps																																		https://www.facebook.com/Entreprise.Widigital.Group/	https://www.linkedin.com/company/widigital-group/ 	https://twitter.com/widigitalg	
wieni	Wieni is a digital agency that provides customized solutions to develop and design web applications for businesses.	Leuven, Vlaams-Brabant, Belgium	11-50	Private	www.wieni.be/	597,150	2009	Active	For Profit	contact@wieni.be	European Union (EU)		+32-472-74 33-73															Information Technology	Software	Web Apps	Web Design																																		https://www.facebook.com/wieni.be/	https://www.linkedin.com/company/wieni/		
wijnberg-developments	Wijnberg Developments specializes in the development of bespoke web applications, websites, webshops & plug-ins that tell the clients story.	Groningen, Groningen, The Netherlands	1-10	Private	www.wijnberg.dev/	1,598,216	2014	Active	For Profit	contact@wijnberg.dev	European Union (EU)		+31-0641847548															E-Commerce Platforms	Web Apps	Web Development																																			https://www.linkedin.com/company/wijnberg-developments/			
wikiweb	WikiWeb is a web agency.	Ragusa, Sicilia, Italy	1-10	Private	www.wikiwebagency.it/	1,253,271	2011	Active	For Profit	info@wikiwebagency.it	European Union (EU)	WikiWeb Agency	+39 0932 668940															Graphic Design	Professional Services	SEO	Web Apps	Web Design	Web Development																																https://www.facebook.com/wikiwebagency	https://www.linkedin.com/company/wikiweb/	https://twitter.com/WikiWebAgency	
wikiwebguides	WikiWebGuides is a dynamic firm that primarily focuses on offering its wide range of services within consulting & web application services.	Helsinki, Southern Finland, Finland	1-10	Private	www.wikiwebguides.com/	1,408,633	2013	Active	For Profit	info@wikiwebguides.com	European Union (EU), Nordic Countries, Scandinavia																	Consulting	Web Apps																																				https://twitter.com/wikiwebguides?lang=en			
wikodit	Wikodit is an IT development company that focuses on web, mobile, and desktop applications and interfaces.	Bordeaux, Aquitaine, France	1-10	Private	www.wikodit.fr	1,532,199	2016	Active			European Union (EU)		05 35 54 43 35															Information Technology	Mobile Apps	Outsourcing	Software	Web Apps																																	https://www.facebook.com/wikodit/	https://www.linkedin.com/company/wikodit/		
wing-103a	WING provides computer-aided design and enterprise resource planning services.	Partizánske, Trencin, Slovakia (Slovak Republic)	11-50	Private	www.ewis.sk	2,083,041		Active	For Profit	martin@wing.sk	European Union (EU)	WinG spol. Ltd.	+421 905 355 565															CAD	Enterprise Resource Planning (ERP)	Enterprise Software	Web Apps																																					
win-phil	Win-Phil is a software that offers direct marketing and donor management services for NGOs.	Montesson, Ile-de-France, France	1-10	Private	www.euro-win.net	1,762,628	1998	Active	For Profit		European Union (EU)		06 08 22 03 99				EURO-WIN											Direct Marketing	Information Technology	Software	Web Apps																																					
winzana	Winzana specializes in web apps, mobile apps, IoT, and UX design services.	Toulaud, Rhone-Alpes, France	11-50	Private	www.winzana.com	1,621,029	2015	Active	For Profit	contact@winzana.com	European Union (EU)		04 75 40 04 30															Information Technology	Mobile Apps	UX Design	Web Apps																																		https://www.facebook.com/winzana.fr	https://www.linkedin.com/company/winzana	https://twitter.com/winzana_fr?lang=en	
wip-italia	Wip Italia offers user experience design, digital strategy & marketing, web application development & system integration to various clients.	Milano, Lombardia, Italy	11-50	Private	www.wipitalia.it	1,348,514	Nov 30, 2003	Active	For Profit	info@wipitalia.it	European Union (EU)		39-02.26306344															Digital Marketing	Internet	Web Apps																																			https://www.facebook.com/pg/WIPItalia/about/?ref=page_internal	https://www.linkedin.com/company/wip-italia/about/		
wiral-internet-group	Wiral Internet Group develops and owns web applications and sites such as PriceRunner and TestFreaks.	Stockholm, Stockholms Lan, Sweden		Private	www.wiral.se/	1,367,683	2006	Active	For Profit		European Union (EU), Nordic Countries, Scandinavia		358 9412 43030		Series B	Series B												Advertising	Internet	Marketing	Price Comparison	Video	Web Apps																																			
wired-media-ltd	Web Design & Web Development Agency	Bristol, Bristol, City of, United Kingdom	11-50	Private	www.wiredmedia.co.uk	720,326	2000	Active	For Profit	hello@wiredmedia.co.uk		Wired Media Ltd	01179304365															Digital Marketing	E-Commerce	Software	Web Apps	Web Design	Web Development	Web Hosting																															https://www.facebook.com/WiredMedia/	https://www.linkedin.com/company/wired-media/	https://twitter.com/wiredmedia	https://www.wiredmedia.co.uk/privacy-policy/
wisby	WISBY specializes in website development including mobile and responsive design, web design, apps, and online stores.	Croydon, Croydon, United Kingdom	1-10	Private	www.wisby.com	1,195,635		Active	For Profit	support@wisby.com		Wisby Limited	(0) 207 084 6784															Information Technology	Web Apps	Web Design																																			https://www.linkedin.com/company/wisby-limited			https://www.wisby.com/privacy-policy.html
wittig	Wittig provides customized mobile apps and web apps.	Bergen Op Zoom, Noord-Brabant, The Netherlands	11-50	Private	wittig.nl	1,900,814		Active	For Profit	info@wittig.nl	European Union (EU)	Wittig	+31 85 877 0987															Mobile Apps	Software	Web Apps																																			https://www.facebook.com/wittignl/			
wixiweb	Wixiweb is a web design and development company.	Mont-saint-aignan, Haute-Normandie, France	11-50	Private	wixiweb.fr	1,592,707	2009	Active	For Profit	contact@wixiweb.fr	European Union (EU)	Wixiweb	+33 02 78 77 56 53															Internet	Web Apps	Web Design	Web Development																																		https://www.facebook.com/wixiweb/	https://www.linkedin.com/company/wixiweb/	https://twitter.com/wixiweb	
wolowo	Wolowo is an online platform for creating virtual tours and 360° photos.	Berlin, Berlin, Germany	1-10	Private	wolowo.de	1,458,126	2016	Active	For Profit	info@wolowo.de	European Union (EU)	Wolowo GmbH	49 (0)30 235 433 82															Internet	Virtual Goods	Virtual World	Web Apps																																		https://www.facebook.com/wolowo.de	https://www.linkedin.com/company/wolowo-gmbh		
wondrous-c2c9	WONDROUS develops, designs, and operates bespoke digital solutions.	Basel, Basel-Stadt, Switzerland	11-50	Private	www.wearewondrous.com	1,462,905	2008	Active	For Profit	hello@wearewondrous.com		WONDROUS LTD	41 61 271 12 86	Michael Beglinger														Consulting	Professional Services	Software	Web Apps	Web Design																																	https://www.facebook.com/wearewondrous	https://www.linkedin.com/company/wearewondrous	https://twitter.com/WondrousLTD	https://www.wearewondrous.com/en/privacy-policy/
woocode-ab	WooCode ab is a web and mobile app technology specialist providing agile engineering teams and world-class e-commerce systems.	Borås, Vastra Gotaland, Sweden	11-50	Private	woocode.com/	367,595	Nov 11, 2013	Active	For Profit	contact@woocode.com	European Union (EU), Nordic Countries, Scandinavia	WooCode AB	4633107780															E-Commerce	Information Technology	Mobile Apps	Software	Web Apps	Web Development																																https://www.facebook.com/woocode/	https://www.linkedin.com/company/woocode/		
workever	Workever is a web-based field service management software.	London, England, United Kingdom	51-100	Private	workever.com	302,831	2015	Active	For Profit				44-0-208-064-4004															Information Technology	Software	Web Apps																																			https://www.facebook.com/WorkeverHQ	https://www.linkedin.com/company/workeverhq	https://twitter.com/workeverhq	https://workever.com/privacy-policy/
worldweaver	Worldweaver is a Software Consultancy that can design and implement apps to suit the clients business requirements.	Slough, Buckinghamshire, United Kingdom	11-50	Private	www.worldweaver.com/	1,096,786	Jan 1, 1996	Active	For Profit	chris.sterling@worldweaver.com			44.1753.415128	Chris Sterling, Simon Dean														Consulting	Mobile Apps	Software	Web Apps																																		https://www.facebook.com/worldweaverltd			https://www.worldweaver.com/privacy
wow-6508	Wow provides web applications for enhancing data security of domain data to various clients.	Cecina, Toscana, Italy	1-10	Private	epp.wow.it	1,502,960	Jun 28, 1999	Active	For Profit	info@wow.it	European Union (EU)																	Information Technology	Web Apps																																							
woxapp	Woxapp is a mobile application developing company that involves evaluation, prototyping, designing testing, publishing, and support.	Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine	11-50	Private	www.woxapp.com	1,011,208	Jan 1, 2009	Active	For Profit	woxapp.com@gmail.com			380-67-7870708															iOS	Mobile Apps	Web Apps																																			https://www.facebook.com/companywoxapp/	https://www.linkedin.com/company/woxapp-llc/about/	https://twitter.com/woxapp	
write	Write app is a perfect text editor that helps focus on what matters and turn ideas into meaningful stories.	Amsterdam, Noord-Holland, The Netherlands	1-10	Private	writeapp.co/	1,250,344	2012	Active	For Profit	contact@wri.tt	European Union (EU)	Write!	+44 20 3287 3675															Software	Web Apps																																				https://www.facebook.com/Wri.ttApp	https://www.twitter.com/WrittApp		
write-my-essay-daddy	Write My Essay Daddy is a Searching for essay writer in the UK.	London, England, United Kingdom		Private	writemyessaydaddy.co.uk/	2,010,565	2014	Active	For Profit	info@writemyessaydaddy.co.uk			+1 (315) 810-2868															Web Apps																																					https://www.facebook.com/Write-My-Essay-Daddy-293705678027330/	https://twitter.com/writemyessaydad		
ws-online	WS-Online specializes in developing and designing websites and web applications as well as render optimization and hosting services.	Almere, Flevoland, The Netherlands		Private	wsonline.nl/	1,038,047		Active	For Profit	info@wsonline.nl	European Union (EU)		+31-6-41503423															Web Apps	Web Design	Web Development																																						
wu-wo	Wu Wo support various organization with web design and applications based on advanced technology for business development.	Bristol, Bristol, City of, United Kingdom	1-10	Private	www.wu-wo.com	1,003,473	1999	Active	For Profit			WuWo Development Limited	+44 0117 9291910															Consulting	Web Apps	Web Design																																			https://www.linkedin.com/company/wu-wo-partnership-limited/	https://twitter.com/WuWoPartnership		
