Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Swaut Automation,https://www.crunchbase.com/organization/swaut-automation,,"Artificial Intelligence, Big Data, Cloud Data Services, Electronics, Machine Learning",https://www.swautautomation.com/,"Stockholm, Stockholms Lan, Sweden","Swaut Automation is a development company that offers cloud solutions along with big data, IoT and machine learning services.","1,383,871",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2016-01-01,year,,1-10,,,,,,
Area1,https://www.crunchbase.com/organization/area1,,"Business Development, Cloud Data Services, Information Technology",https://www.area1.it/welcome/index.html,"Casale Monferrato, Piemonte, Italy","Area1 helps business owners grow by implementing Google cloud solutions, support, and management services.","1,387,994",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,11-50,,,,,,
Cuvice Innova,https://www.crunchbase.com/organization/cuvice-innova,,"Cloud Data Services, Internet, Telecommunications, Video",https://cuvice.es,"Santander, Cantabria, Spain","Cuvice Innova provides voice, data, and video communication services.","1,390,809",,,,,,,,,,,,,European Union (EU),Active,2012-01-11,day,,1-10,,20,82,,,
NewGen IT Services,https://www.crunchbase.com/organization/newgen-it-services,,"Cloud Data Services, Computer, Consulting, Hardware, IT Infrastructure",https://www.newgen-it.co.uk,"Irchester, Northamptonshire, United Kingdom","NewGen IT Services helps people with their IT challenges, personal life, and business and creates a solid foundation and IT infrastructure.","1,394,593",,,,,,,,,,,,,,Active,2013-01-01,year,,1-10,,,,,,
hixongroup,https://www.crunchbase.com/organization/hixongroup,,"Cloud Computing, Cloud Data Services, Information Technology, Software",https://www.hixongroup.com,"Stoke-on-trent, Stoke-on-Trent, United Kingdom",hixongroup is an accredited managed IT services providing firm specializing in IT support & security and cloud solutions.,"1,395,791",,,,,,,,,,,,,,Active,2011-01-01,year,,1-10,,,,,,
Innowise Solutions,https://www.crunchbase.com/organization/innowise-solutions,"Innowise Solutions helps transform the organization and enable the use of cloud or hybrid cloud technologies. They offer resources and services to the clients in implementing and supporting SAP and Oracle ERP systems. They help in protecting systems, networks, and programs from digital attacks.","Business Intelligence, Cloud Data Services, Cyber Security, Enterprise Resource Planning (ERP)",https://www.innowisesolutions.co.uk,"Leicester, Leicester, United Kingdom",Innowise Solutions is an IT consulting and enterprise solutions company.,"1,401,281",,,,,,,,,,,,,,Active,2012-01-01,year,,1-10,,,,,,
Go2the.cloud,https://www.crunchbase.com/organization/go2the-cloud,"G2C is a Microsoft CSP and SaaS provider focused on provisioning, reselling, and managing Microsoft Cloud Solutions. They are the guides you need to help transition your company into an adaptive, flexible, competitive organization.","Cloud Data Services, Information Services, SaaS",https://go2the.cloud/,"Rotterdam, Zuid-Holland, The Netherlands","G2C is a Microsoft CSP and SaaS provider focused on provisioning, reselling and managing Microsoft Cloud Solutions.","1,404,120",,,,,,,,,,,,,European Union (EU),Active,2016-01-01,year,,1-10,,,,,,
Ekeiretsu,https://www.crunchbase.com/organization/ekeiretsu,,Cloud Data Services,https://www.ekeiretsu.fi/,"Lahti, Southern Finland, Finland","EKeiretsu Oy is deploying the next generation Power Contract service, which will save you money, reduce risks, and provide life management.","1,405,509",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2013-01-01,year,,1-10,,,,,,
ziaas.com - alexsepahi,https://www.crunchbase.com/organization/ziaas-com-alexsepahi,,"Cloud Data Services, Computer, Professional Services, Software",https://www.ziaas.com,"London, England, United Kingdom",ziaas.com - alexsepahi helps businesses from diverse industry sectors optimize their efficiency through cost-effective IT strategies.,"1,406,333",,,,,,,,,,,,,,Active,2014-01-01,year,,1-10,,,,,,
Pricecloud,https://www.crunchbase.com/organization/pricecloud,,"Big Data, Cloud Data Services, Service Industry, Software",https://www.pricecloud.dk,"Copenhagen, Hovedstaden, Denmark",Pricecloud - A new kind of pricesearchengine ready to take over the world,"1,407,635",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2012-09-01,day,,,,,,,,
SENSEi Networks,https://www.crunchbase.com/organization/sensei-networks,"SENSEi Networks provides a location system that could address the limitations of RFID, GPS, and Beacon technologies. CONTX, a SENSEi Networks' product that comprises hardware, proprietary cloud analytics, and multi-platform user interfaces to provide a modular solution that enables the user to track the real-time location, status, and welfare of any asset or person including information on the environment surrounding it. The company was founded in 2013 and is based in Fareham, Hampshire, United Kingdom.","Cloud Data Services, GPS, RFID",https://www.senseinetworks.co.uk/,"Fareham, Hampshire, United Kingdom","SENSEi Networks provides a location system that could address the limitations of RFID, GPS, and Beacon technologies.","1,407,665",,,,,,,,,,,,,,Active,2013-01-01,year,2,1-10,"Damon Thomas, Matthew Whiting",3,,,,
MARKENFUNK,https://www.crunchbase.com/organization/markenfunk,"MARKENFUNK is a tech startup from Innsbruck whose product has been developed since 2011 in cooperation with customers. The result is a sophisticated video solution, supported by CAST and FEI-Land Tirol. The managing directors Sebastian Kienzl and Matthias Lechle bring together technical expertise and practical marketing applications. ","Cloud Data Services, Software",https://markenfunk.com/,"Innsbruck, Tirol, Austria",A cloud based Platform that enables companies to manage and distribute video content on every channel.,"1,408,069",,,,,,,,,,,,,European Union (EU),Active,2011-01-01,year,,,,,,,,
Duplicatus,https://www.crunchbase.com/organization/duplicatus,,"Cloud Data Services, Data Center, Information Technology",http://duplicatus.de,"Sankt Wendel, Saarland, Germany","Duplicatus offers cloud, online backup, outsourcing, storage on demand, and data centers services.","1,408,607",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,1-10,,,,,,
Oneresource,https://www.crunchbase.com/organization/oneresource-ag,"oneresource AG Business Consulting offers Customers Business, Organizational, Strategic and ERP system-independent. The operation and maintenance of IT resources were maintained. SAP ERP software is a solution for digitizing business processes.","Cloud Data Services, Consulting, Information Technology",http://www.oneresource.com,"Wil, Zurich, Switzerland",oneresource AG is a business consulting service.,"1,409,558",,,,,,,,,,,,,,Active,2012-01-01,year,,11-50,,,,,,
Emerge IT Support,https://www.crunchbase.com/organization/emerge-it-support,"Emerge IT Support provides businesses with a full range of IT services. They offer professional IT solutions as part of IT service outsourcing, from the service desk to network infrastructure management to the deployment of a business application, combining their industry experience with an individual approach to each customer. They offer risk management, security testing, and auditing, data encryption, IT infrastructure, adjusting building and development, consulting and designing, network building and configuration, IT services monitoring, cloud, VPS, private cloud, email, web Applications, implementation, outsourcing IT, IT consultancy IT systems administration, support, and so on.","Business Information Systems, Cloud Data Services, Consulting, Outsourcing, Web Apps",https://emergeitsupport.pl/en/homepage,"Warszawa, Mazowieckie, Poland",Emerge IT Support provides web applications and IT services to the business.,"1,411,377",,,,,,,,,,,,,European Union (EU),Active,2018-01-01,year,,11-50,,,,,,
Pranava Technologies,https://www.crunchbase.com/organization/pranava-technologies,,"Business Development, Cloud Data Services, Consulting, Industrial Automation, Mining Technology",https://www.pranavatechnologies.co.uk,"Reading, Reading, United Kingdom",Pranava Technologies delivers process-centric solutions to enable Digital Transformation and Business Process Management programs.,"1,413,631",,,,,,,,,,,,,,Active,2013-01-01,year,,11-50,,,,,,
WebTejo,https://www.crunchbase.com/organization/webtejo,,"Cloud Data Services, Consulting, Internet, Web Hosting",https://webtejo.pt,"Corroios, Setubal, Portugal","WebTejo launched in June 2019 out of the need to be able to provide services with quality, security and stability at low prices.","1,416,110",,,,,,,,,,,,,European Union (EU),Active,2019-06-01,month,,1-10,,,,,,
Byteservers,https://www.crunchbase.com/organization/byteservers,,"Cloud Data Services, Information Technology, Internet",https://www.byteservers.nl,"Garrelsweer, Groningen, The Netherlands","Byteservers offer cloud hosting (VPS), servers, data and backup services.","1,421,432",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,year,,1-10,,,,,,
Horizon Internet Technologies,https://www.crunchbase.com/organization/horizon-internet-technologies,Horizon Internet Technologies is an internet company. It offers a software platform that provides collaborating parties with mutual transparency to support their joint objectives and optimize their business processes.,"Blockchain, Cloud Data Services, Internet, Internet of Things, Software",https://horizoninternettechnologies.com,"Breda, Noord-Brabant, The Netherlands",Horizon Internet Technologies is a software development company that provides applications for the construction and home care sectors.,"1,422,062",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,1-10,,,,,,
Folders,https://www.crunchbase.com/organization/folders,,"Cloud Data Services, Enterprise Software, File Sharing, Mobile, Software",http://folders-ios.com,"Paris, Ile-de-France, France",Folders is an advanced file manager for cloud platforms.,"1,425,718",,,,,,,,,,,,,European Union (EU),Closed,2012-07-01,day,1,1-10,Martin Destagnol,,,,,
UCSP Schweiz,https://www.crunchbase.com/organization/ucsp-schweiz,"UCSP Schweiz provides backup as a service (BaaS). Their functioning, and reliable data backup are essential for every company. Even if many companies carry out backups in-house, this is far from sufficient for disaster scenarios.They make cloud technologies available to resellers so that their customers can more safely, and effectively adapt to constantly changing market situations. Accompanies resellers, and end customers if required, along with the individual digital roadmap.","Cloud Computing, Cloud Data Services, Cloud Management, Cloud Security, Cloud Storage",https://www.ucsp-schweiz.ch,"Lachen, Schwyz, Switzerland",UCSP Schweiz is a cloud computing consultancy.,"1,426,186",,,,,,,,,,,,,,Active,2012-01-01,year,,1-10,,,,,,
rhyno solutions,https://www.crunchbase.com/organization/rhyno-solutions,"Rhyno Solutions is a consulting company that provides technology consulting and business solutions. Their services include sap technology consulting, expense simplification, and conversational business solutions. Their sap technology consulting includes system integration, system connectors, and the sap Cloud Platform.","Cloud Data Services, Consulting, Database",https://rhyno.ch,"Schaffhausen, Schaffhausen, Switzerland",Rhyno Solutions is a business consulting company.,"1,427,879",,,,,,,,,,,,,,Active,2017-01-01,year,,11-50,,,,,,
Binnovera AB,https://www.crunchbase.com/organization/binnovera-ab,,"Business Intelligence, Cloud Data Services, Data Visualization, Information Technology",https://www.binnovera.se/,"Täby, Uppsala Lan, Sweden","Binnovera AB offers solid know-how, unique skills and innovative power in the fields of business intelligence and enterprise architecture.","1,432,860",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2016-03-04,day,,1-10,,,,,,
Cortex IT,https://www.crunchbase.com/organization/cortex-it,,"Cloud Data Services, Information Technology, IT Infrastructure",https://cortex-it.ch,"Monthey, Valais, Switzerland","Cortex IT provides cloud service, IT infrastructure, and security solutions.","1,438,900",,,,,,,,,,,,,,Active,2013-10-01,month,,11-50,,,,3696437,USD,3696437
Hellequin Systems,https://www.crunchbase.com/organization/hellequin-systems,"Hellequin Systems delivers complex and challenging firmware, embedded software and system solutions. They create innovative solutions from the smallest wireless, battery operated device, through powerful smart products that have the responsibility of networking with other devices and also human users utilizing ubiquitous cloud processing.","Cloud Data Services, Internet of Things, Software, Web Development",http://www.hellequinsystems.co.uk,"Chorley, Lancashire, United Kingdom",Hellequin Systems is a computer software firm that provides end to end consultancy and development services.,"1,451,101",,,,,,,,,,,,,,Active,2010-01-01,year,,1-10,,,,,,
KontextR,https://www.crunchbase.com/organization/kontextr,,"Advertising, Cloud Data Services, Software",http://www.kontextr.com,"Munich, Bayern, Germany","KontextR offers software development and cloud services for publications to create advertising, content campaign, and text recognition.","1,454,395",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,day,,11-50,,,,,,
Cloudwalker,https://www.crunchbase.com/organization/cloudwalker,,"Cloud Data Services, Information Technology, Software",http://cloudwalker.no/,"Tallåsen, Vasternorrlands Lan, Sweden","Cloudwalker delivers tailor-made cloud solutions for consulting, architecture, design and implementation.","1,455,325",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2014-01-01,day,,1-10,,,,,,
Desquare,https://www.crunchbase.com/organization/desquare-7d8a,,"Cloud Data Services, Information Technology, Software",https://www.desquare.se/,"Stockholm, Stockholms Lan, Sweden",Desquare develops platform for cloud-based digital signage and offers software solutions.,"1,458,153",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2018-01-01,year,,1-10,,,,,,
ETIAM,https://www.crunchbase.com/organization/etiam,,"Cloud Data Services, Management Information Systems, Telecommunications",https://etiam.hu/,"Szeged, Szeged, Hungary","ETIAM expertise in telecommunication, informatics, cloud services and offers agricultural informatics solutions to its customers.","1,459,525",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,1-10,,,,,,
Synesa Solutions,https://www.crunchbase.com/organization/synesa-solutions,"Synesa Solutions helps in providing cloud-based software that documents, models, simulates and predicts business processes. They serve the public sector, health care, banking and financial sector, service sector, and industry.","Cloud Data Services, Database, Simulation, Software",http://www.synesa.com,"Jyväskylä, Western Finland, Finland",Synesa Solutions provides software solutions for business processes.,"1,459,827",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2015-01-01,year,,1-10,,,,,,
JobData Services,https://www.crunchbase.com/organization/jobdata-services,"JobData Services Ltd is a Data-as-a-Service (DaaS) company that provides clean, formatted and structured job data feeds extracted from career sections of company websites to stakeholders in the human capital, technology, and eCommerce industries.","Analytics, Big Data, Business Intelligence, Cloud Data Services, Data Visualization, SaaS",https://jobdataservices.com/,"Dublin, Dublin, Ireland",Data-on-Demand service provider of Structured Datasets and Job Data Feeds for job portals and other career websites.,"1,460,541",,,,,,,,,,,,,European Union (EU),Active,2018-05-01,month,1,1-10,Deji Oyeneye,,,,,
Digital Kreations,https://www.crunchbase.com/organization/digital-kreations,Digital Kreations provides design and creates  EPOS systems for retailers and hospitality. They offer software solutions.,"Cloud Data Services, Consulting, Software",https://digitalkreations.co.uk,"Leicester, Leicester, United Kingdom",Digital Kreations provides IT services for IT Infrastructure.,"1,459,867",,,,,,,,,,,,,,Active,2011-01-01,year,,11-50,,,,,,
itego,https://www.crunchbase.com/organization/itego-c429,"itego is a provider of digital, cloud services, and enterprise solutions. They offer consulting and advisory services, managed services, system integration, development of software solutions, cloud solutions, administration, and support services. They integrate technical solutions, price/performance ratio, and practical experience into one package.","Cloud Data Services, Consulting, Information Technology",https://www.itego.cz,"Prague, Hlavni mesto Praha, Czech Republic",itego provides digital transformation and IT solutions.,"1,472,642",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,11-50,,,,,,
tenaven,https://www.crunchbase.com/organization/tenaven,,"Cloud Data Services, Consulting, Information Technology",https://tenaven.com,"Paris, Ile-de-France, France",tenaven offers data celerity consulting services that provide IT architecture coping with real-time & building solutions.,"1,493,602",,,,,,,,,,,,,European Union (EU),Active,2019-01-01,year,,1-10,,,,,,
SySCLOUDit,https://www.crunchbase.com/organization/syscloudit,"SySCLOUD provides consultancy, monitoring, google workspace, cloud services, computer maintenance, computer maintenance, security, and backup services. They help the client's businesses grow by teaching their personnel to use new technology to make their businesses more competitive. They offer telephone technical support, remote assistance, and technical service at your facilities for all incidents in your equipment included in the contract: computers, servers, printers, laptops, switches, firewal, and more.","Cloud Data Services, Consulting, Google, Security",https://www.syscloudit.net,"Pamplona, Navarra, Spain","SySCLOUDit provides consulting, security, and computer maintenance services.","1,494,257",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,,11-50,,,,,,
Nunchi,https://www.crunchbase.com/organization/nunchi,Deliver a consistent data engineering experience across teams and eliminate every counterproductive tasks. Focus on your mission and leverage Nunchi products to ensure the best data quality and reliability in your organisation.,"Cloud Data Services, Data Integration, Software Engineering",https://nunchi.studio/,"Paris, Ile-de-France, France",Nunchi is a product suite for engineering teams that provides end-to-end control over the data operations and helps to solve problems.,"1,496,751",,,,,,,,,,,,,European Union (EU),Active,2018-08-01,month,,1-10,,,,,,
Xonetic,https://www.crunchbase.com/organization/xonetic,"Xonetic is a cloud-based technology platform that focuses on digital-powered business, business technology operating models, and cyber safe architecture. It was founded in the year 2019 and is based in Sevenoaks, Kent.","Cloud Data Services, Digital Marketing, Information Services, Information Technology",http://www.xonetic.com,"Sevenoaks, Kent, United Kingdom",Xonetic is a cloud-based platform that specializes in digital energy and business technology.,"1,497,375",,,,,,,,,,,,,,Active,2019-01-01,year,,1-10,,,,,,
Homefree,https://www.crunchbase.com/organization/homefree-33cf,,"Cloud Data Services, Document Management, Mobile Apps, Software",http://homefr.ee/,"Amsterdam, Noord-Holland, The Netherlands",Saving you from the stress of personal admin.,"1,498,680",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,2,1-10,"Rob Stringer, Tim Standring",,,,,
Joppe Computers,https://www.crunchbase.com/organization/joppe-computers,,"Cloud Data Services, Information and Communications Technology (ICT), Web Development",https://www.joppecomputers.nl,"Woudenberg, Utrecht, The Netherlands","Joppe Computers offers ICT solutions, cloud services, web design, backup server and Microsoft solutions online.","1,504,186",,,,,,,,,,,,,European Union (EU),Active,2011-04-15,day,,1-10,,,,,,
Osselle,https://www.crunchbase.com/organization/osselle,,"Cloud Data Services, Data Center, Data Storage, Information Technology",https://www.osselle.no,"Kristiansand, Vest-Agder, Norway","Osselle offers services in server operation, data centers, data storage, cloud services and back up to SME market.","1,506,913",,,,,,,,,,,,,"Nordic Countries, Scandinavia",Active,2014-01-01,day,,1-10,,,,,,
ENCO Deutschland,https://www.crunchbase.com/organization/enco-deutschland,"ENCO Deutschland offers professional services, technical achievements, project recovery, and customer training services. They offer services for IT support and IT consulting. An online inquiry form is available on the company's website.","Cloud Data Services, IT Management, Professional Services, Software",https://www.encoservices.de,"Bonn, Nordrhein-Westfalen, Germany",ENCO Deutschland is a software company that provides project recovery and customer training services.,"1,511,284",,,,,,,,,,,,,European Union (EU),Active,2019-01-01,year,,11-50,,,,,,
Skillkom,https://www.crunchbase.com/organization/skillkom,"Skillskom focuses on microsoft cloud technologies and deals with digital adoption and change management. Company offer digital transformation, modern workplace, global solution design, smart productivity and artificial intelligence, as well as security, and compliance.","Artificial Intelligence, Cloud Data Services, Consulting, Digital Signage, Security",https://skillkom.de,"Münster, Nordrhein-Westfalen, Germany",Skillkom is an IT service and IT management company.,"1,516,057",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,1-10,,,,,,
Cloud Solutions Nederland B.V.,https://www.crunchbase.com/organization/cloud-solutions-nederland-b-v,,"Cloud Data Services, Consulting, Web Development",https://www.cloudsolutions.nl/,"Rotterdam, Zuid-Holland, The Netherlands","Cloud Solutions Nederland B.V. is a consultancy firm, that is DevOps & Cloud specialists.","1,517,716",,,,,,,,,,,,,European Union (EU),Active,2019-01-01,day,,1-10,,,,,,
DualBrands,https://www.crunchbase.com/organization/dualbrands,,"Cloud Data Services, Information Technology, Online Portals, Software",https://www.dualbrands.nl,"Tilburg, Noord-Brabant, The Netherlands",DualBrands is a software development company that provides online marketing and cloud solutions.,"1,518,698",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,,11-50,,,,,,
Pointgroup,https://www.crunchbase.com/organization/pointgroup,,"Analytics, Cloud Data Services, Consulting, Information Services",https://www.secureness.nl/,"Haarlem, Noord-Holland, The Netherlands","Point group is an information security consultancy that offers services for data analysis, cloud solutions and digital security.","1,524,357",,,,,,,,,,,,,European Union (EU),Active,2018-01-01,day,,1-10,,,,,,
Ionburst,https://www.crunchbase.com/organization/ionburst,"Ionburst, the first and last line of defence for data. Ionburst is a software solution that provides data defence-in-depth for any digital assets stored anywhere. Ransomware and quantum-resilient, created to bridge the security gap between data, storage and beyond.","Cloud Data Services, Cloud Security, Cloud Storage, Cyber Security, Data Storage, Information Services, Information Technology, Privacy, Software",https://ionburst.io,"Edinburgh, Edinburgh, City of, United Kingdom","The first and last line of defence for data, everywhere.","1,524,499",,,,,,,,,,,,,,Active,2018-11-12,day,6,1-10,"Anne Lanc, David Lanc, Iain Sutherland, Jamie Hunter, Josh Fraser, Sophie Lanc",,,,,
Expert Thinking,https://www.crunchbase.com/organization/expert-thinking,"Expert Thinking is an industry-certified team of cloud experts who build dynamic, powerful, cost-optimized Azure and AWS cloud solutions that deliver the agility, performance, and scale customers need to succeed. Their expertise, proprietary methods, and accelerators deliver results fast, maximizing value and benefit, lowering costs, and minimizing risk.","Cloud Data Services, Information Services, Information Technology, Software",https://expert-thinking.co.uk,"London, England, United Kingdom",Expert Thinking is an information technology service-based company.,"1,526,199",,,,,,,,,,,,,,Active,2017-01-01,year,,11-50,,,,,,
QualyCloud,https://www.crunchbase.com/organization/qualycloud,QualyTrust is a platform that empowers ecosystems where members can interact faster & securely. QualyTrust enables the development of new connected business and services. The interactions comply with privacy settings defined in accordance with the roles and workflows of services. All actions are performed in total transparency as all events related to a service are tracked and documented.,"Cloud Data Services, Database, Internet of Things",http://www.qualytrust.com/,"Paris, Ile-de-France, France",QualyCloud Platform enables Smart Services for your business.,"1,526,377",,,,,,,,,,,,,European Union (EU),Active,2011-01-01,year,1,11-50,Jorge Tellez,,,,,
FileBuck.it,https://www.crunchbase.com/organization/filebuck-it,,"Cloud Data Services, Email, Internet, Messaging, Software",http://www.filebuck.it,"London, England, United Kingdom",FileBuck.it is an online platform for sharing higher capacity files.,"1,530,743",,,,,,,,,,,,,,Closed,2013-11-01,day,,1-10,,,,,,
Loginify,https://www.crunchbase.com/organization/loginify,"Loginify is headquartered in Ireland and is a cloud ""Login as a Service™"" for developers. Gone are the days of building custom login systems, storing passwords, and security fixes. Loginify handles this for you.","Cloud Data Services, Information Services, Security, Software",http://loginify.com,"Dublin, Dublin, Ireland","Loginify is a cloud ""Login as a Service™"" for developers.","1,531,922",,,,,,,,,,,,,European Union (EU),Closed,2013-02-01,month,1,,Shane Curran,,,,,
CoreQ,https://www.crunchbase.com/organization/coreq,,"Business Development, Cloud Data Services",https://coreq.io/,"Irpin, Kyyivs'ka Oblast', Ukraine","CoreQ offers cloud, develops, managed server care, monitoring, and backup services to digital businesses.","1,532,243",,,,,,,,,,,,,,Active,2018-01-01,day,,11-50,,,,,,
STRATIC Technological Consultants,https://www.crunchbase.com/organization/stratic-technological-consultants,"STRATIC Technological Consultants provides business solutions, development, maintenance of technological applications, and outsourcing, always from a business strategy point of view. They implement vertical business management systems, and features in CRM, SGA, MRP, and bpm. They provide IT administrative services are service desk, ticketing, infrastructure monitoring, inventory, and CMDB. They provide cloud platform are hosting, housing, automated external backups, and DRSaaS.","Cloud Data Services, Cyber Security, Information and Communications Technology (ICT), IT Infrastructure, Small and Medium Businesses",https://stratic.es,"Paterna, Comunidad Valenciana, Spain","STRATIC Technological Consultants provides business development, cyber security, and cloud services.","1,532,829",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,,11-50,,,,,,
S-Management Services,https://www.crunchbase.com/organization/s-management-services,,"Cloud Data Services, Financial Services, Management Information Systems",https://www.s-management-services.de,"Stuttgart, Baden-Wurttemberg, Germany","S-Management Services is a financial firm that offers risk management, real estate analytics, IT security, and cloud services.","1,537,317",,,,,,,,,,,,,European Union (EU),Active,2021-01-01,year,,51-100,,,,,,
ISO Genie,https://www.crunchbase.com/organization/iso-genie,"ISOgenie is a cloud-based platform that provides ISO consultants with templates for all major ISO certifications. Frameworks include document libraries, task lists, objectives, checklists, and all the required modules for certification, within an interactive cloud-based portal. It also allows consultants to share QMS documents with their clients, manage their certification process, and monitor their progress online.","Cloud Data Services, Enterprise Software, Infrastructure",http://www.isogenie.com/,"Dublin, Dublin, Ireland",ISOgenie is a cloud-based platform that provides ISO consultants with templates for all major ISO certifications.,"1,546,471",,,,,,,,,,,,,European Union (EU),Closed,2011-01-01,year,3,1-10,"Caroline Geoghegan, Ian Lucey, Ian Lucey",,,,,
PixPuffin,https://www.crunchbase.com/organization/pixpuffin,"PixPuffin offers companies and organizations with digital asset management solutions. It offers a cloud-based solution that enables its customers to store, organize, and manage images online. PixPuffin was founded in December 2011 and is headquartered in Reykjavik, Iceland.","Cloud Data Services, Legal, Photography, Software, Web Hosting",http://www.pixpuffin.com,"Reykjavík, Gullbringusysla, Iceland",Nordic Visual sells various photo products and services both to consumers and companies.,"1,546,619",,,,,,,,,,,,,"Nordic Countries, Scandinavia",Closed,2011-12-01,day,,1-10,,,,,,
Firm Kontrol,https://www.crunchbase.com/organization/firm-kontrol,"Firm Kontrol is a software company that designs and develops productivity tools for various manufacturing sectors. Firm Kontrol ensures streamlined administration workflow, speedy production orders, and optimized warehouse processes. Firm Kontrol also allows manufacturing plant operators to retrieve and analyze data patterns from anywhere and anytime.","Cloud Data Services, Data Storage, Manufacturing, Productivity Tools",https://firmkontrol.com/,"Banja Luka, Republika Srpska, Bosnia and Herzegovina",Firm Kontrol develops cloud-based productivity tools to effectively manage and organize manufacturing data with seamless retrieval features.,"1,551,248",,,,,,,,,,,,,,Active,2016-01-01,year,,1-10,,,,,,
WEB IS IN THE R,https://www.crunchbase.com/organization/web-is-in-the-r,"WEB IS IN THE R develops merchant sites and promotes them to sales. They discuss how to get started, even if their store. They offer customers a safe sharing space. Launch simple videoconferences, chats, and screen shares in their own cloud. They host and maintain their site. This ensures the security of their internet assets.","Cloud Data Services, Internet, SEO",https://webisinther.com,"Meudon, Ile-de-France, France",WEB IS IN THE R provides web coaching and SEO.,"1,550,831",,,,,,,,,,,,,European Union (EU),Active,2012-01-01,year,,1-10,,,,,,
GA System Design AB,https://www.crunchbase.com/organization/ga-system-design-ab,,"Cloud Data Services, IT Management",http://www.gasystem.se/,"Askim, Vastra Gotaland, Sweden",GA Device Design is a Gothenburg based IT consultant that loves small and medium-sized companies-we are a small business ourselves.,"1,554,322",,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",Active,2010-12-09,day,,1-10,,,,,,
Applied Intelligence Analytics,https://www.crunchbase.com/organization/applied-intelligence-analytics,"Applied Intelligence Analytics develops innovative customer-tailored data analytics software solutions, creating tangible value by identifying business risks and providing actionable insights for risk management. The firm specializes in developing tools that analyse data, structured and unstructured, derived from multiple sources, both open and internal.","Analytics, Business Intelligence, Cloud Data Services, Software",http://www.aianalytics.ie/,"Dublin, Dublin, Ireland",Applied Intelligence Analytics develops innovative customer-tailored data analytics software solutions.,"1,553,869",,,,,,,,,,,,,European Union (EU),Active,2013-01-01,year,1,1-10,Thomas Knape,,,,,
Cirrus I.T Services,https://www.crunchbase.com/organization/cirrus-i-t-services,,"Cloud Data Services, Internet, Software",https://www.facebook.com/cirrusits.co.uk,"Nelson, Lancashire, United Kingdom","Cirrus is the name of a high-flying,non rain bearing cloud and represents the aim and vision of a business that supports your IT systems.","1,556,366",,,,,,,,,,,,,,Active,2013-01-01,day,,1-10,,,,,,
Training-Online.eu,https://www.crunchbase.com/organization/training-online-eu,,"Cloud Data Services, E-Learning, Education",https://training-online.eu/,"Praha, Hlavni mesto Praha, Czech Republic",Training-Online.eu is a cloud based e-learning management system.,"1,561,154",,,,,,,,,,,,,European Union (EU),Active,2011-10-12,day,,1-10,,,,,,
Beyond the Clouds Solutions,https://www.crunchbase.com/organization/beyond-the-clouds-solutions,,"Cloud Computing, Cloud Data Services, Compliance, Cyber Security, Information Services, Information Technology",https://beyondtheclouds.solutions,"Kent, Kent, United Kingdom",Beyond the Clouds Solutions is a cloud business helping businesses secure their data and make the most of cloud technology.,"1,568,179",,,,,,,,,,,,,,Active,2015-01-01,year,,1-10,,,,,,
